Station,GPS Coordinate North,GPS Coordinate West,Parameter,Lab,Result,Unit,datetime
GRUN HILTON ST.,39.3027,-76.67416,Fluoride,WQM Lab,0.124,mg/L,1/24/2006 10:25
GRUN HILTON ST.,39.3027,-76.67416,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,1/24/2006 10:25
GRUN HILTON ST.,39.3027,-76.67416,Lead_Total,Martel,1,ug/L,1/24/2006 10:25
GRUN HILTON ST.,39.3027,-76.67416,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,3.08,mg/L,1/24/2006 10:25
GRUN HILTON ST.,39.3027,-76.67416,Suspended Solids,BRWWTP Lab,3,mg/L,1/24/2006 10:25
GRUN HILTON ST.,39.3027,-76.67416,TKN,BRWWTP Lab,1.242,mg/L,1/24/2006 10:25
GRUN HILTON ST.,39.3027,-76.67416,Total Coliform,PWWTP Lab,28000,MPN/100ml,1/24/2006 10:25
GRUN HILTON ST.,39.3027,-76.67416,Total Phosphorus,BRWWTP Lab,0.181,mg/L,1/24/2006 10:25
GRUN HILTON ST.,39.3027,-76.67416,Zinc_Total,Martel,22,ug/L,1/24/2006 10:25
GF HILTON ST.,39.30287,-76.6743,Ammonia-Nitrogen,BRWWTP Lab,0.01,mg/L,1/24/2006 10:28
GF HILTON ST.,39.30287,-76.6743,BOD5,BRWWTP Lab,4.3,mg/L,1/24/2006 10:28
GF HILTON ST.,39.30287,-76.6743,Chloride,WQM Lab,45,mg/L,1/24/2006 10:28
GF HILTON ST.,39.30287,-76.6743,Chlorine_Spec,WQM Field,0.03,mg/L,1/24/2006 10:28
GF HILTON ST.,39.30287,-76.6743,COD,BRWWTP Lab,18,mg/L,1/24/2006 10:28
GF HILTON ST.,39.30287,-76.6743,Conductivity,WQM Lab,413,umhos,1/24/2006 10:28
GF HILTON ST.,39.30287,-76.6743,Copper_Total,Martel,3.2,ug/L,1/24/2006 10:28
GF HILTON ST.,39.30287,-76.6743,Fecal Coliform,PWWTP Lab,500,MPN/100ml,1/24/2006 10:28
GF HILTON ST.,39.30287,-76.6743,Fluoride,WQM Lab,0.027,mg/L,1/24/2006 10:28
GF HILTON ST.,39.30287,-76.6743,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,1/24/2006 10:28
GF HILTON ST.,39.30287,-76.6743,Lead_Total,Martel,0.83,ug/L,1/24/2006 10:28
GF HILTON ST.,39.30287,-76.6743,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,1.118,mg/L,1/24/2006 10:28
GF HILTON ST.,39.30287,-76.6743,Suspended Solids,BRWWTP Lab,3.5,mg/L,1/24/2006 10:28
GF HILTON ST.,39.30287,-76.6743,TKN,BRWWTP Lab,1.02,mg/L,1/24/2006 10:28
GF HILTON ST.,39.30287,-76.6743,Total Coliform,PWWTP Lab,3000,MPN/100ml,1/24/2006 10:28
GF HILTON ST.,39.30287,-76.6743,Total Phosphorus,BRWWTP Lab,0.139,mg/L,1/24/2006 10:28
GF HILTON ST.,39.30287,-76.6743,Zinc_Total,Martel,14,ug/L,1/24/2006 10:28
LIGHT ST.,39.28343,-76.61182,Chlorine_Spec,WQM Field,0.01,mg/L,1/24/2006 10:41
LIGHT ST.,39.28343,-76.61182,Conductivity,WQM Field,9311,umhos,1/24/2006 10:41
LIGHT ST.,39.28343,-76.61182,Dissolved Oxygen,WQM Field,16.22,mg/L,1/24/2006 10:41
LIGHT ST.,39.28343,-76.61182,Hach Ammonia-Nitrogen,WQM Field,0.07,mg/L,1/24/2006 10:41
LIGHT ST.,39.28343,-76.61182,pH,WQM Field,8.71,pH units,1/24/2006 10:41
LIGHT ST.,39.28343,-76.61182,Water Temperature,WQM Field,6.48,degrees Celsius,1/24/2006 10:41
DEAD RUN DNST.,39.30509,-76.68639,Ammonia-Nitrogen,BRWWTP Lab,0.02,mg/L,1/24/2006 10:46
DEAD RUN DNST.,39.30509,-76.68639,BOD5,BRWWTP Lab,4.2,mg/L,1/24/2006 10:46
DEAD RUN DNST.,39.30509,-76.68639,Chloride,WQM Lab,98,mg/L,1/24/2006 10:46
DEAD RUN DNST.,39.30509,-76.68639,Chlorine_Spec,WQM Field,0.06,mg/L,1/24/2006 10:46
DEAD RUN DNST.,39.30509,-76.68639,COD,BRWWTP Lab,13,mg/L,1/24/2006 10:46
DEAD RUN DNST.,39.30509,-76.68639,Conductivity,WQM Lab,638,umhos,1/24/2006 10:46
DEAD RUN DNST.,39.30509,-76.68639,Copper_Total,Martel,6.1,ug/L,1/24/2006 10:46
DEAD RUN DNST.,39.30509,-76.68639,Fecal Coliform,PWWTP Lab,300,MPN/100ml,1/24/2006 10:46
DEAD RUN DNST.,39.30509,-76.68639,Fluoride,WQM Lab,0.027,mg/L,1/24/2006 10:46
DEAD RUN DNST.,39.30509,-76.68639,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,1/24/2006 10:46
DEAD RUN DNST.,39.30509,-76.68639,Lead_Total,Martel,1.3,ug/L,1/24/2006 10:46
DEAD RUN DNST.,39.30509,-76.68639,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,1.072,mg/L,1/24/2006 10:46
DEAD RUN DNST.,39.30509,-76.68639,Sodium,Martel,58,mg/L,1/24/2006 10:46
DEAD RUN DNST.,39.30509,-76.68639,Suspended Solids,BRWWTP Lab,9.5,mg/L,1/24/2006 10:46
DEAD RUN DNST.,39.30509,-76.68639,TKN,BRWWTP Lab,1.136,mg/L,1/24/2006 10:46
DEAD RUN DNST.,39.30509,-76.68639,Total Coliform,PWWTP Lab,3000,MPN/100ml,1/24/2006 10:46
DEAD RUN DNST.,39.30509,-76.68639,Total Phosphorus,BRWWTP Lab,0.181,mg/L,1/24/2006 10:46
DEAD RUN DNST.,39.30509,-76.68639,Zinc_Total,Martel,25,ug/L,1/24/2006 10:46
CENTRAL & LANCASTER,39.28319,-76.59381,Chlorine_Spec,WQM Field,0.11,mg/L,1/24/2006 10:53
CENTRAL & LANCASTER,39.28319,-76.59381,Conductivity,WQM Field,1153,umhos,1/24/2006 10:53
CENTRAL & LANCASTER,39.28319,-76.59381,Dissolved Oxygen,WQM Field,10.63,mg/L,1/24/2006 10:53
CENTRAL & LANCASTER,39.28319,-76.59381,Hach Ammonia-Nitrogen,WQM Field,0.15,mg/L,1/24/2006 10:53
CENTRAL & LANCASTER,39.28319,-76.59381,pH,WQM Field,8.27,pH units,1/24/2006 10:53
CENTRAL & LANCASTER,39.28319,-76.59381,Water Temperature,WQM Field,7.08,degrees Celsius,1/24/2006 10:53
LAKEWOOD AVE.,39.28022,-76.57992,Chlorine_Spec,WQM Field,0.04,mg/L,1/24/2006 11:05
LAKEWOOD AVE.,39.28022,-76.57992,Conductivity,WQM Field,3917,umhos,1/24/2006 11:05
LAKEWOOD AVE.,39.28022,-76.57992,Dissolved Oxygen,WQM Field,11.89,mg/L,1/24/2006 11:05
LAKEWOOD AVE.,39.28022,-76.57992,Hach Ammonia-Nitrogen,WQM Field,0.28,mg/L,1/24/2006 11:05
LAKEWOOD AVE.,39.28022,-76.57992,pH,WQM Field,8.08,pH units,1/24/2006 11:05
LAKEWOOD AVE.,39.28022,-76.57992,Water Temperature,WQM Field,9.04,degrees Celsius,1/24/2006 11:05
LINWOOD AVE.,39.27712,-76.57516,Chlorine_Spec,WQM Field,0.03,mg/L,1/24/2006 11:38
LINWOOD AVE.,39.27712,-76.57516,Conductivity,WQM Field,1117,umhos,1/24/2006 11:38
LINWOOD AVE.,39.27712,-76.57516,Dissolved Oxygen,WQM Field,8.45,mg/L,1/24/2006 11:38
LINWOOD AVE.,39.27712,-76.57516,Hach Ammonia-Nitrogen,WQM Field,1.58,mg/L,1/24/2006 11:38
LINWOOD AVE.,39.27712,-76.57516,pH,WQM Field,2.67,pH units,1/24/2006 11:38
LINWOOD AVE.,39.27712,-76.57516,Water Temperature,WQM Field,9.81,degrees Celsius,1/24/2006 11:38
JANEY RUN,39.26137,-76.55798,Chlorine_Spec,WQM Field,0.04,mg/L,1/24/2006 11:52
JANEY RUN,39.26137,-76.55798,Conductivity,WQM Field,7957,umhos,1/24/2006 11:52
JANEY RUN,39.26137,-76.55798,Dissolved Oxygen,WQM Field,17.37,mg/L,1/24/2006 11:52
JANEY RUN,39.26137,-76.55798,Hach Ammonia-Nitrogen,WQM Field,0.1,mg/L,1/24/2006 11:52
JANEY RUN,39.26137,-76.55798,pH,WQM Field,8.82,pH units,1/24/2006 11:52
JANEY RUN,39.26137,-76.55798,Water Temperature,WQM Field,7.36,degrees Celsius,1/24/2006 11:52
BANCROFT RD.,39.36559,-76.69292,Chlorine_Spec,WQM Field,0.01,mg/L,1/25/2006 10:06
BANCROFT RD.,39.36559,-76.69292,Conductivity,WQM Field,100,umhos,1/25/2006 10:06
BANCROFT RD.,39.36559,-76.69292,Dissolved Oxygen,WQM Field,10.09,mg/L,1/25/2006 10:06
BANCROFT RD.,39.36559,-76.69292,Hach Ammonia-Nitrogen,WQM Field,0.1,mg/L,1/25/2006 10:06
BANCROFT RD.,39.36559,-76.69292,pH,WQM Field,7.69,pH units,1/25/2006 10:06
BANCROFT RD.,39.36559,-76.69292,Water Temperature,WQM Field,5.7,degrees Celsius,1/25/2006 10:06
MERVILLE,39.36161,-76.67838,Chlorine_Spec,WQM Field,0.01,mg/L,1/25/2006 10:18
MERVILLE,39.36161,-76.67838,Conductivity,WQM Field,505,umhos,1/25/2006 10:18
MERVILLE,39.36161,-76.67838,Dissolved Oxygen,WQM Field,12.31,mg/L,1/25/2006 10:18
MERVILLE,39.36161,-76.67838,Hach Ammonia-Nitrogen,WQM Field,0.02,mg/L,1/25/2006 10:18
MERVILLE,39.36161,-76.67838,pH,WQM Field,7.58,pH units,1/25/2006 10:18
MERVILLE,39.36161,-76.67838,Water Temperature,WQM Field,6.48,degrees Celsius,1/25/2006 10:18
WESTERN RUN,39.36775,-76.6491,Chlorine_Spec,WQM Field,0.01,mg/L,1/25/2006 10:35
WESTERN RUN,39.36775,-76.6491,Conductivity,WQM Field,325,umhos,1/25/2006 10:35
WESTERN RUN,39.36775,-76.6491,Dissolved Oxygen,WQM Field,12,mg/L,1/25/2006 10:35
WESTERN RUN,39.36775,-76.6491,Hach Ammonia-Nitrogen,WQM Field,0.03,mg/L,1/25/2006 10:35
WESTERN RUN,39.36775,-76.6491,pH,WQM Field,7.85,pH units,1/25/2006 10:35
WESTERN RUN,39.36775,-76.6491,Water Temperature,WQM Field,5.2,degrees Celsius,1/25/2006 10:35
SMITH AVE.,39.36782,-76.6487,Chlorine_Spec,WQM Field,0.01,mg/L,1/25/2006 10:40
SMITH AVE.,39.36782,-76.6487,Conductivity,WQM Field,385,umhos,1/25/2006 10:40
SMITH AVE.,39.36782,-76.6487,Dissolved Oxygen,WQM Field,13.04,mg/L,1/25/2006 10:40
SMITH AVE.,39.36782,-76.6487,Hach Ammonia-Nitrogen,WQM Field,0.09,mg/L,1/25/2006 10:40
SMITH AVE.,39.36782,-76.6487,pH,WQM Field,7.85,pH units,1/25/2006 10:40
SMITH AVE.,39.36782,-76.6487,Water Temperature,WQM Field,5.34,degrees Celsius,1/25/2006 10:40
WYNDHURST AVE.,39.35328,-76.62956,Chlorine_Spec,WQM Field,0.01,mg/L,1/25/2006 10:55
WYNDHURST AVE.,39.35328,-76.62956,Conductivity,WQM Field,455,umhos,1/25/2006 10:55
WYNDHURST AVE.,39.35328,-76.62956,Dissolved Oxygen,WQM Field,13,mg/L,1/25/2006 10:55
WYNDHURST AVE.,39.35328,-76.62956,Hach Ammonia-Nitrogen,WQM Field,0.03,mg/L,1/25/2006 10:55
WYNDHURST AVE.,39.35328,-76.62956,pH,WQM Field,7.68,pH units,1/25/2006 10:55
WYNDHURST AVE.,39.35328,-76.62956,Water Temperature,WQM Field,5.04,degrees Celsius,1/25/2006 10:55
TUDOR ARMS & 37TH,39.33396,-76.62344,Chlorine_Spec,WQM Field,0.06,mg/L,1/25/2006 10:57
TUDOR ARMS & 37TH,39.33396,-76.62344,Conductivity,WQM Field,367,umhos,1/25/2006 10:57
TUDOR ARMS & 37TH,39.33396,-76.62344,Dissolved Oxygen,WQM Field,12.29,mg/L,1/25/2006 10:57
TUDOR ARMS & 37TH,39.33396,-76.62344,Hach Ammonia-Nitrogen,WQM Field,0.02,mg/L,1/25/2006 10:57
TUDOR ARMS & 37TH,39.33396,-76.62344,pH,WQM Field,7.59,pH units,1/25/2006 10:57
TUDOR ARMS & 37TH,39.33396,-76.62344,Water Temperature,WQM Field,7,degrees Celsius,1/25/2006 10:57
STONY RUN,39.3264,-76.62612,Chlorine_Spec,WQM Field,0.01,mg/L,1/25/2006 11:09
STONY RUN,39.3264,-76.62612,Conductivity,WQM Field,391,umhos,1/25/2006 11:09
STONY RUN,39.3264,-76.62612,Dissolved Oxygen,WQM Field,12.59,mg/L,1/25/2006 11:09
STONY RUN,39.3264,-76.62612,Hach Ammonia-Nitrogen,WQM Field,0.07,mg/L,1/25/2006 11:09
STONY RUN,39.3264,-76.62612,pH,WQM Field,7.47,pH units,1/25/2006 11:09
STONY RUN,39.3264,-76.62612,Water Temperature,WQM Field,5.2,degrees Celsius,1/25/2006 11:09
ASH ST.,39.32737,-76.64001,Chlorine_Spec,WQM Field,0,mg/L,1/25/2006 11:20
ASH ST.,39.32737,-76.64001,Conductivity,WQM Field,378,umhos,1/25/2006 11:20
ASH ST.,39.32737,-76.64001,Dissolved Oxygen,WQM Field,12.63,mg/L,1/25/2006 11:20
ASH ST.,39.32737,-76.64001,Hach Ammonia-Nitrogen,WQM Field,0.01,mg/L,1/25/2006 11:20
ASH ST.,39.32737,-76.64001,pH,WQM Field,7.67,pH units,1/25/2006 11:20
ASH ST.,39.32737,-76.64001,Water Temperature,WQM Field,4.56,degrees Celsius,1/25/2006 11:20
CLIPPER MILL,39.32696,-76.63874,Chlorine_Spec,WQM Field,0,mg/L,1/25/2006 11:25
CLIPPER MILL,39.32696,-76.63874,Conductivity,WQM Field,742,umhos,1/25/2006 11:25
CLIPPER MILL,39.32696,-76.63874,Dissolved Oxygen,WQM Field,8.9,mg/L,1/25/2006 11:25
CLIPPER MILL,39.32696,-76.63874,Hach Ammonia-Nitrogen,WQM Field,0.35,mg/L,1/25/2006 11:25
CLIPPER MILL,39.32696,-76.63874,pH,WQM Field,7.42,pH units,1/25/2006 11:25
CLIPPER MILL,39.32696,-76.63874,Water Temperature,WQM Field,8.14,degrees Celsius,1/25/2006 11:25
LOMBARD ST.,39.28825,-76.60535,Chlorine_Spec,WQM Field,0,mg/L,1/25/2006 11:40
LOMBARD ST.,39.28825,-76.60535,Conductivity,WQM Field,525,umhos,1/25/2006 11:40
LOMBARD ST.,39.28825,-76.60535,Dissolved Oxygen,WQM Field,12.01,mg/L,1/25/2006 11:40
LOMBARD ST.,39.28825,-76.60535,Hach Ammonia-Nitrogen,WQM Field,0.17,mg/L,1/25/2006 11:40
LOMBARD ST.,39.28825,-76.60535,pH,WQM Field,7.08,pH units,1/25/2006 11:40
LOMBARD ST.,39.28825,-76.60535,Water Temperature,WQM Field,5.59,degrees Celsius,1/25/2006 11:40
HARFORD RD.,39.33377,-76.57719,Chlorine_Spec,WQM Field,0.1,mg/L,1/26/2006 8:30
HARFORD RD.,39.33377,-76.57719,Hach Ammonia-Nitrogen,WQM Field,0.02,mg/L,1/26/2006 8:30
TIFFANY RUN,39.33352,-76.57732,Chlorine_Spec,WQM Field,0.07,mg/L,1/26/2006 8:40
TIFFANY RUN,39.33352,-76.57732,Hach Ammonia-Nitrogen,WQM Field,0.86,mg/L,1/26/2006 8:40
MT. PLEASANT GC,39.35876,-76.57397,Chlorine_Spec,WQM Field,0.06,mg/L,1/26/2006 9:15
MT. PLEASANT GC,39.35876,-76.57397,Hach Ammonia-Nitrogen,WQM Field,0.02,mg/L,1/26/2006 9:15
PERRING PKWY,39.35876,-76.57384,Chlorine_Spec,WQM Field,0.07,mg/L,1/26/2006 9:30
PERRING PKWY,39.35876,-76.57384,Hach Ammonia-Nitrogen,WQM Field,0.01,mg/L,1/26/2006 9:30
CR @ THE ALAMEDA,39.35655,-76.59576,Chlorine_Spec,WQM Field,0.04,mg/L,1/26/2006 10:00
CR @ THE ALAMEDA,39.35655,-76.59576,Hach Ammonia-Nitrogen,WQM Field,0.01,mg/L,1/26/2006 10:00
CHINQUAPIN RUN,39.34882,-76.58508,Chlorine_Spec,WQM Field,0.1,mg/L,1/26/2006 10:10
CHINQUAPIN RUN,39.34882,-76.58508,Hach Ammonia-Nitrogen,WQM Field,0.09,mg/L,1/26/2006 10:10
HAMILTON AVE.,39.33673,-76.53967,Chlorine_Spec,WQM Field,0.01,mg/L,1/26/2006 10:45
HAMILTON AVE.,39.33673,-76.53967,Hach Ammonia-Nitrogen,WQM Field,0.12,mg/L,1/26/2006 10:45
RADECKE AVE.,39.33036,-76.53478,Chlorine_Spec,WQM Field,0,mg/L,1/26/2006 11:10
RADECKE AVE.,39.33036,-76.53478,Hach Ammonia-Nitrogen,WQM Field,0.05,mg/L,1/26/2006 11:10
BR @ MORAVIA RD.,39.31274,-76.54393,Chlorine_Spec,WQM Field,0.03,mg/L,1/26/2006 11:20
BR @ MORAVIA RD.,39.31274,-76.54393,Hach Ammonia-Nitrogen,WQM Field,0.09,mg/L,1/26/2006 11:20
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Chlorine_Spec,WQM Field,0.03,mg/L,1/26/2006 11:45
BIDDLE ST. & 62ND ST.,39.30882,-76.53045,Hach Ammonia-Nitrogen,WQM Field,0.18,mg/L,1/26/2006 11:45
PULASKI HWY.,39.30539,-76.5386,Chlorine_Spec,WQM Field,0,mg/L,1/26/2006 12:05
PULASKI HWY.,39.30539,-76.5386,Hach Ammonia-Nitrogen,WQM Field,0.84,mg/L,1/26/2006 12:05
WRIGHT AVE.,39.30784,-76.55666,Chlorine_Spec,WQM Field,0.03,mg/L,1/26/2006 12:15
WRIGHT AVE.,39.30784,-76.55666,Hach Ammonia-Nitrogen,WQM Field,0.16,mg/L,1/26/2006 12:15
SINCLAIR LN.,39.31801,-76.55503,Chlorine_Spec,WQM Field,0,mg/L,1/26/2006 12:30
SINCLAIR LN.,39.31801,-76.55503,Hach Ammonia-Nitrogen,WQM Field,0.43,mg/L,1/26/2006 12:30
BELAIR RD.,39.32637,-76.5677,Chlorine_Spec,WQM Field,0.04,mg/L,1/26/2006 12:48
BELAIR RD.,39.32637,-76.5677,Hach Ammonia-Nitrogen,WQM Field,0.52,mg/L,1/26/2006 12:48
WARNER & ALLUVION,39.27412,-76.62541,Chlorine_Spec,WQM Field,0.03,mg/L,1/30/2006 10:10
WARNER & ALLUVION,39.27412,-76.62541,Conductivity,WQM Field,4263,umhos,1/30/2006 10:10
WARNER & ALLUVION,39.27412,-76.62541,Dissolved Oxygen,WQM Field,9.66,mg/L,1/30/2006 10:10
WARNER & ALLUVION,39.27412,-76.62541,Hach Ammonia-Nitrogen,WQM Field,0.25,mg/L,1/30/2006 10:10
WARNER & ALLUVION,39.27412,-76.62541,pH,WQM Field,7.04,pH units,1/30/2006 10:10
WARNER & ALLUVION,39.27412,-76.62541,Water Temperature,WQM Field,13.4,degrees Celsius,1/30/2006 10:10
WATERVIEW AVE.,39.258,-76.63258,Chlorine_Spec,WQM Field,0.01,mg/L,1/30/2006 10:20
WATERVIEW AVE.,39.258,-76.63258,Conductivity,WQM Field,898,umhos,1/30/2006 10:20
WATERVIEW AVE.,39.258,-76.63258,Dissolved Oxygen,WQM Field,12.09,mg/L,1/30/2006 10:20
WATERVIEW AVE.,39.258,-76.63258,Hach Ammonia-Nitrogen,WQM Field,0.25,mg/L,1/30/2006 10:20
WATERVIEW AVE.,39.258,-76.63258,pH,WQM Field,7.22,pH units,1/30/2006 10:20
WATERVIEW AVE.,39.258,-76.63258,Water Temperature,WQM Field,10.38,degrees Celsius,1/30/2006 10:20
REEDBIRD AVE.,39.24449,-76.61429,Chlorine_Spec,WQM Field,0.04,mg/L,1/30/2006 10:29
REEDBIRD AVE.,39.24449,-76.61429,Conductivity,WQM Field,678,umhos,1/30/2006 10:29
REEDBIRD AVE.,39.24449,-76.61429,Dissolved Oxygen,WQM Field,13.63,mg/L,1/30/2006 10:29
REEDBIRD AVE.,39.24449,-76.61429,Hach Ammonia-Nitrogen,WQM Field,0.81,mg/L,1/30/2006 10:29
REEDBIRD AVE.,39.24449,-76.61429,pH,WQM Field,7.16,pH units,1/30/2006 10:29
REEDBIRD AVE.,39.24449,-76.61429,Water Temperature,WQM Field,6.32,degrees Celsius,1/30/2006 10:29
LIGHT ST.,39.28343,-76.61182,Chlorine_Spec,WQM Field,0.03,mg/L,1/30/2006 10:48
LIGHT ST.,39.28343,-76.61182,Conductivity,WQM Field,1804,umhos,1/30/2006 10:48
LIGHT ST.,39.28343,-76.61182,Dissolved Oxygen,WQM Field,14.54,mg/L,1/30/2006 10:48
LIGHT ST.,39.28343,-76.61182,Hach Ammonia-Nitrogen,WQM Field,0.21,mg/L,1/30/2006 10:48
LIGHT ST.,39.28343,-76.61182,pH,WQM Field,7.74,pH units,1/30/2006 10:48
LIGHT ST.,39.28343,-76.61182,Water Temperature,WQM Field,6.68,degrees Celsius,1/30/2006 10:48
CENTRAL & LANCASTER,39.28319,-76.59381,Chlorine_Spec,WQM Field,0.1,mg/L,1/30/2006 10:56
CENTRAL & LANCASTER,39.28319,-76.59381,Conductivity,WQM Field,451,umhos,1/30/2006 10:56
CENTRAL & LANCASTER,39.28319,-76.59381,Dissolved Oxygen,WQM Field,12.46,mg/L,1/30/2006 10:56
CENTRAL & LANCASTER,39.28319,-76.59381,Hach Ammonia-Nitrogen,WQM Field,0.16,mg/L,1/30/2006 10:56
CENTRAL & LANCASTER,39.28319,-76.59381,pH,WQM Field,8.22,pH units,1/30/2006 10:56
CENTRAL & LANCASTER,39.28319,-76.59381,Water Temperature,WQM Field,10.25,degrees Celsius,1/30/2006 10:56
LAKEWOOD AVE.,39.28022,-76.57992,Chlorine_Spec,WQM Field,0.01,mg/L,1/30/2006 11:17
LAKEWOOD AVE.,39.28022,-76.57992,Conductivity,WQM Field,3503,umhos,1/30/2006 11:17
LAKEWOOD AVE.,39.28022,-76.57992,Dissolved Oxygen,WQM Field,14.3,mg/L,1/30/2006 11:17
LAKEWOOD AVE.,39.28022,-76.57992,Hach Ammonia-Nitrogen,WQM Field,0.24,mg/L,1/30/2006 11:17
LAKEWOOD AVE.,39.28022,-76.57992,pH,WQM Field,7.8,pH units,1/30/2006 11:17
LAKEWOOD AVE.,39.28022,-76.57992,Water Temperature,WQM Field,9.43,degrees Celsius,1/30/2006 11:17
LINWOOD AVE.,39.27712,-76.57516,Chlorine_Spec,WQM Field,0.04,mg/L,1/30/2006 11:21
LINWOOD AVE.,39.27712,-76.57516,Conductivity,WQM Field,1211,umhos,1/30/2006 11:21
LINWOOD AVE.,39.27712,-76.57516,Dissolved Oxygen,WQM Field,10.9,mg/L,1/30/2006 11:21
LINWOOD AVE.,39.27712,-76.57516,Hach Ammonia-Nitrogen,WQM Field,2.98,mg/L,1/30/2006 11:21
LINWOOD AVE.,39.27712,-76.57516,pH,WQM Field,7.53,pH units,1/30/2006 11:21
LINWOOD AVE.,39.27712,-76.57516,Water Temperature,WQM Field,11.13,degrees Celsius,1/30/2006 11:21
JANEY RUN,39.26137,-76.55798,Chlorine_Spec,WQM Field,0.04,mg/L,1/30/2006 11:29
JANEY RUN,39.26137,-76.55798,Conductivity,WQM Field,4360,umhos,1/30/2006 11:29
JANEY RUN,39.26137,-76.55798,Dissolved Oxygen,WQM Field,13.95,mg/L,1/30/2006 11:29
JANEY RUN,39.26137,-76.55798,Hach Ammonia-Nitrogen,WQM Field,0.69,mg/L,1/30/2006 11:29
JANEY RUN,39.26137,-76.55798,pH,WQM Field,7.24,pH units,1/30/2006 11:29
JANEY RUN,39.26137,-76.55798,Water Temperature,WQM Field,8.53,degrees Celsius,1/30/2006 11:29
HARFORD RD.,39.33377,-76.57719,Ammonia-Nitrogen,BRWWTP Lab,0.082,mg/L,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,BOD5,BRWWTP Lab,4,mg/L,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,Chloride,WQM Lab,38,mg/L,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,Chlorine_Spec,WQM Field,0.02,mg/L,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,COD,BRWWTP Lab,45,mg/L,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,Conductivity,WQM Field,397,umhos,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,Conductivity,WQM Lab,419,umhos,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,Copper_Total,Martel,8,ug/L,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,Dissolved Oxygen,WQM Field,14.08,mg/L,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,Fecal Coliform,PWWTP Lab,3000,MPN/100ml,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,Fluoride,WQM Lab,0.045,mg/L,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,Hach Ammonia-Nitrogen,WQM Field,0.09,mg/L,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,Lead_Total,Martel,5.2,ug/L,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,1.684,mg/L,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,pH,WQM Field,7.14,pH units,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,Suspended Solids,BRWWTP Lab,16,mg/L,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,TKN,BRWWTP Lab,0.752,mg/L,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,Total Coliform,PWWTP Lab,8000,MPN/100ml,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,Total Phosphorus,BRWWTP Lab,0.188,mg/L,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,Water Temperature,WQM Field,9.49,degrees Celsius,1/31/2006 9:51
HARFORD RD.,39.33377,-76.57719,Zinc_Total,Martel,38,ug/L,1/31/2006 9:51
TIFFANY RUN,39.33352,-76.57732,Ammonia-Nitrogen,BRWWTP Lab,0.657,mg/L,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,BOD5,BRWWTP Lab,4.2,mg/L,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,Chloride,WQM Lab,15,mg/L,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,Chlorine_Spec,WQM Field,0.03,mg/L,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,COD,BRWWTP Lab,22,mg/L,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,Conductivity,WQM Field,291,umhos,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,Conductivity,WQM Lab,299,umhos,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,Copper_Total,Martel,7.7,ug/L,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,Dissolved Oxygen,WQM Field,14.86,mg/L,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,Fecal Coliform,PWWTP Lab,50000,MPN/100ml,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,Fluoride,WQM Lab,0.028,mg/L,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,Hach Ammonia-Nitrogen,WQM Field,0.75,mg/L,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,Lead_Total,Martel,5,ug/L,1/31/2006 9:57
TIFFANY RUN,39.33352,-76.57732,Nitrate+Nitrite-Nitrogen,BRWWTP Lab,1.33,mg/L,1/31/2006 9:57
