Station,GPS Coordinate North,GPS Coordinate West,Parameter,Lab,Result,Unit,datetime
"BOXHILL LN. STREAM BELOW OUTFALL 84"" & 36""",39.365436,-76.628181,Water Temperature,WQM Field,15.26,degrees Celsius,11/4/2015 11:25
LAKEWOOD & HUDSON,39.28222,-76.5784021,Chlorine_Spec,WQM Field,0.11,mg/L,11/4/2015 11:44
LAKEWOOD & HUDSON,39.28222,-76.5784021,Conductivity,WQM Field,574,umhos,11/4/2015 11:44
LAKEWOOD & HUDSON,39.28222,-76.5784021,Dissolved Oxygen,WQM Field,9.03,mg/L,11/4/2015 11:44
LAKEWOOD & HUDSON,39.28222,-76.5784021,Enterococcus,ALS-MDT,1330,MPN/100ml,11/4/2015 11:44
LAKEWOOD & HUDSON,39.28222,-76.5784021,Hach Ammonia-Nitrogen,WQM Field,0.33,mg/L,11/4/2015 11:44
LAKEWOOD & HUDSON,39.28222,-76.5784021,pH,WQM Field,8.11,pH units,11/4/2015 11:44
LAKEWOOD & HUDSON,39.28222,-76.5784021,Water Temperature,WQM Field,17.51,degrees Celsius,11/4/2015 11:44
"LAWNDALE OUTFALL TWIN 36""",39.355523,-76.629892,Conductivity,WQM Field,721,umhos,11/4/2015 11:45
"LAWNDALE OUTFALL TWIN 36""",39.355523,-76.629892,Dissolved Oxygen,WQM Field,8.88,mg/L,11/4/2015 11:45
"LAWNDALE OUTFALL TWIN 36""",39.355523,-76.629892,Hach Ammonia-Nitrogen,WQM Field,1.06,mg/L,11/4/2015 11:45
"LAWNDALE OUTFALL TWIN 36""",39.355523,-76.629892,Water Temperature,WQM Field,15.71,degrees Celsius,11/4/2015 11:45
"COTSWOLD OUTFALL 42""",39.359901,-76.629065,Conductivity,WQM Field,527,umhos,11/4/2015 11:55
"COTSWOLD OUTFALL 42""",39.359901,-76.629065,Dissolved Oxygen,WQM Field,9.93,mg/L,11/4/2015 11:55
"COTSWOLD OUTFALL 42""",39.359901,-76.629065,Hach Ammonia-Nitrogen,WQM Field,0.03,mg/L,11/4/2015 11:55
"COTSWOLD OUTFALL 42""",39.359901,-76.629065,Water Temperature,WQM Field,14.94,degrees Celsius,11/4/2015 11:55
LINWOOD & ELLIOTT,39.2792155,-76.5753383,Chlorine_Spec,WQM Field,0.1,mg/L,11/4/2015 11:56
LINWOOD & ELLIOTT,39.2792155,-76.5753383,Conductivity,WQM Field,4805,umhos,11/4/2015 11:56
LINWOOD & ELLIOTT,39.2792155,-76.5753383,Dissolved Oxygen,WQM Field,6.11,mg/L,11/4/2015 11:56
LINWOOD & ELLIOTT,39.2792155,-76.5753383,Enterococcus,ALS-MDT,2910,MPN/100ml,11/4/2015 11:56
LINWOOD & ELLIOTT,39.2792155,-76.5753383,Hach Ammonia-Nitrogen,WQM Field,0.95,mg/L,11/4/2015 11:56
LINWOOD & ELLIOTT,39.2792155,-76.5753383,pH,WQM Field,7.79,pH units,11/4/2015 11:56
LINWOOD & ELLIOTT,39.2792155,-76.5753383,Water Temperature,WQM Field,17.33,degrees Celsius,11/4/2015 11:56
"HOMELAND AVE. OUTFALL 126""",39.353713,-76.61573,Conductivity,WQM Field,475,umhos,11/4/2015 12:05
"HOMELAND AVE. OUTFALL 126""",39.353713,-76.61573,Dissolved Oxygen,WQM Field,9.54,mg/L,11/4/2015 12:05
"HOMELAND AVE. OUTFALL 126""",39.353713,-76.61573,Hach Ammonia-Nitrogen,WQM Field,0.05,mg/L,11/4/2015 12:05
"HOMELAND AVE. OUTFALL 126""",39.353713,-76.61573,Water Temperature,WQM Field,14.9,degrees Celsius,11/4/2015 12:05
JANEY RUN,39.26137,-76.55798,Chlorine_Spec,WQM Field,0.08,mg/L,11/4/2015 12:10
JANEY RUN,39.26137,-76.55798,Conductivity,WQM Field,18005,umhos,11/4/2015 12:10
JANEY RUN,39.26137,-76.55798,Dissolved Oxygen,WQM Field,12.97,mg/L,11/4/2015 12:10
JANEY RUN,39.26137,-76.55798,Enterococcus,ALS-MDT,10,MPN/100ml,11/4/2015 12:10
JANEY RUN,39.26137,-76.55798,Hach Ammonia-Nitrogen,WQM Field,0.2,mg/L,11/4/2015 12:10
JANEY RUN,39.26137,-76.55798,pH,WQM Field,7.81,pH units,11/4/2015 12:10
JANEY RUN,39.26137,-76.55798,Water Temperature,WQM Field,16.99,degrees Celsius,11/4/2015 12:10
LINKWOOD FOOTBRIDGE STREAM,39.33943,-76.625775,Conductivity,WQM Field,639,umhos,11/4/2015 12:20
LINKWOOD FOOTBRIDGE STREAM,39.33943,-76.625775,Dissolved Oxygen,WQM Field,10.84,mg/L,11/4/2015 12:20
LINKWOOD FOOTBRIDGE STREAM,39.33943,-76.625775,Hach Ammonia-Nitrogen,WQM Field,0.07,mg/L,11/4/2015 12:20
LINKWOOD FOOTBRIDGE STREAM,39.33943,-76.625775,Water Temperature,WQM Field,14.26,degrees Celsius,11/4/2015 12:20
"CROSS KEYS OUTFALL 84""",39.353874,-76.6471,Conductivity,WQM Field,736,umhos,11/4/2015 12:35
"CROSS KEYS OUTFALL 84""",39.353874,-76.6471,Dissolved Oxygen,WQM Field,11.25,mg/L,11/4/2015 12:35
"CROSS KEYS OUTFALL 84""",39.353874,-76.6471,Hach Ammonia-Nitrogen,WQM Field,0.04,mg/L,11/4/2015 12:35
"CROSS KEYS OUTFALL 84""",39.353874,-76.6471,Water Temperature,WQM Field,14.28,degrees Celsius,11/4/2015 12:35
KIPP ACADEMY STREAM,39.342013,-76.655986,Conductivity,WQM Field,521,umhos,11/4/2015 12:45
KIPP ACADEMY STREAM,39.342013,-76.655986,Dissolved Oxygen,WQM Field,10.86,mg/L,11/4/2015 12:45
KIPP ACADEMY STREAM,39.342013,-76.655986,Hach Ammonia-Nitrogen,WQM Field,0.05,mg/L,11/4/2015 12:45
KIPP ACADEMY STREAM,39.342013,-76.655986,Water Temperature,WQM Field,14.13,degrees Celsius,11/4/2015 12:45
NORTH POINT & ERDMAN STREAM,39.30093,-76.536605,Chlorine_Spec,WQM Field,0.16,mg/L,11/6/2015 10:30
NORTH POINT & ERDMAN STREAM,39.30093,-76.536605,Conductivity,WQM Field,732,umhos,11/6/2015 10:30
NORTH POINT & ERDMAN STREAM,39.30093,-76.536605,Dissolved Oxygen,WQM Field,10.39,mg/L,11/6/2015 10:30
NORTH POINT & ERDMAN STREAM,39.30093,-76.536605,Hach Ammonia-Nitrogen,WQM Field,0.06,mg/L,11/6/2015 10:30
NORTH POINT & ERDMAN STREAM,39.30093,-76.536605,Water Temperature,WQM Field,17.48,degrees Celsius,11/6/2015 10:30
DUNCANWOOD LN. RAIL BRIDGE STREAM,39.307385,-76.569889,Chlorine_Spec,WQM Field,0.11,mg/L,11/6/2015 10:50
DUNCANWOOD LN. RAIL BRIDGE STREAM,39.307385,-76.569889,Conductivity,WQM Field,966,umhos,11/6/2015 10:50
DUNCANWOOD LN. RAIL BRIDGE STREAM,39.307385,-76.569889,Dissolved Oxygen,WQM Field,9.12,mg/L,11/6/2015 10:50
DUNCANWOOD LN. RAIL BRIDGE STREAM,39.307385,-76.569889,Hach Ammonia-Nitrogen,WQM Field,0.09,mg/L,11/6/2015 10:50
DUNCANWOOD LN. RAIL BRIDGE STREAM,39.307385,-76.569889,Water Temperature,WQM Field,16.53,degrees Celsius,11/6/2015 10:50
"SIPPLE AVE. AT BIDDISON OUTFALL 144""",39.33037,-76.546289,Chlorine_Spec,WQM Field,0.17,mg/L,11/6/2015 11:15
"SIPPLE AVE. AT BIDDISON OUTFALL 144""",39.33037,-76.546289,Conductivity,WQM Field,564,umhos,11/6/2015 11:15
"SIPPLE AVE. AT BIDDISON OUTFALL 144""",39.33037,-76.546289,Dissolved Oxygen,WQM Field,9.63,mg/L,11/6/2015 11:15
"SIPPLE AVE. AT BIDDISON OUTFALL 144""",39.33037,-76.546289,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,11/6/2015 11:15
"SIPPLE AVE. AT BIDDISON OUTFALL 144""",39.33037,-76.546289,Water Temperature,WQM Field,17.2,degrees Celsius,11/6/2015 11:15
"4725 DENVIEW WAY OUTFALL 96""",39.321477,-76.535463,Chlorine_Spec,WQM Field,0,mg/L,11/6/2015 11:35
"4725 DENVIEW WAY OUTFALL 96""",39.321477,-76.535463,Conductivity,WQM Field,655,umhos,11/6/2015 11:35
"4725 DENVIEW WAY OUTFALL 96""",39.321477,-76.535463,Dissolved Oxygen,WQM Field,9.42,mg/L,11/6/2015 11:35
"4725 DENVIEW WAY OUTFALL 96""",39.321477,-76.535463,Hach Ammonia-Nitrogen,WQM Field,0.03,mg/L,11/6/2015 11:35
"4725 DENVIEW WAY OUTFALL 96""",39.321477,-76.535463,Water Temperature,WQM Field,17.31,degrees Celsius,11/6/2015 11:35
NORTHHILL-ALAMEDA ALLEY MANHOLE,39.339328,-76.600969,Chlorine_Spec,WQM Field,0.13,mg/L,11/6/2015 13:10
NORTHHILL-ALAMEDA ALLEY MANHOLE,39.339328,-76.600969,Conductivity,WQM Field,575,umhos,11/6/2015 13:10
NORTHHILL-ALAMEDA ALLEY MANHOLE,39.339328,-76.600969,Dissolved Oxygen,WQM Field,10.12,mg/L,11/6/2015 13:10
NORTHHILL-ALAMEDA ALLEY MANHOLE,39.339328,-76.600969,Hach Ammonia-Nitrogen,WQM Field,0.09,mg/L,11/6/2015 13:10
NORTHHILL-ALAMEDA ALLEY MANHOLE,39.339328,-76.600969,Water Temperature,WQM Field,17.5,degrees Celsius,11/6/2015 13:10
E. 35TH & ALAMEDA MANHOLE,39.330929,-76.597768,Chlorine_Spec,WQM Field,0.1,mg/L,11/6/2015 13:30
E. 35TH & ALAMEDA MANHOLE,39.330929,-76.597768,Conductivity,WQM Field,698,umhos,11/6/2015 13:30
E. 35TH & ALAMEDA MANHOLE,39.330929,-76.597768,Dissolved Oxygen,WQM Field,9.89,mg/L,11/6/2015 13:30
E. 35TH & ALAMEDA MANHOLE,39.330929,-76.597768,Hach Ammonia-Nitrogen,WQM Field,0.05,mg/L,11/6/2015 13:30
E. 35TH & ALAMEDA MANHOLE,39.330929,-76.597768,Water Temperature,WQM Field,17.36,degrees Celsius,11/6/2015 13:30
"REVERDY RD. OUTFALL 108""",39.3615,-76.598282,Chlorine_Spec,WQM Field,0.06,mg/L,11/6/2015 13:45
"REVERDY RD. OUTFALL 108""",39.3615,-76.598282,Conductivity,WQM Field,975,umhos,11/6/2015 13:45
"REVERDY RD. OUTFALL 108""",39.3615,-76.598282,Dissolved Oxygen,WQM Field,9.66,mg/L,11/6/2015 13:45
"REVERDY RD. OUTFALL 108""",39.3615,-76.598282,Hach Ammonia-Nitrogen,WQM Field,0.07,mg/L,11/6/2015 13:45
"REVERDY RD. OUTFALL 108""",39.3615,-76.598282,Water Temperature,WQM Field,17.98,degrees Celsius,11/6/2015 13:45
"WOODBOURNE & PIONEER OUTFALL 72""",39.355534,-76.573028,Chlorine_Spec,WQM Field,0.04,mg/L,11/6/2015 14:10
"WOODBOURNE & PIONEER OUTFALL 72""",39.355534,-76.573028,Conductivity,WQM Field,487,umhos,11/6/2015 14:10
"WOODBOURNE & PIONEER OUTFALL 72""",39.355534,-76.573028,Dissolved Oxygen,WQM Field,9.69,mg/L,11/6/2015 14:10
"WOODBOURNE & PIONEER OUTFALL 72""",39.355534,-76.573028,Hach Ammonia-Nitrogen,WQM Field,0.1,mg/L,11/6/2015 14:10
"WOODBOURNE & PIONEER OUTFALL 72""",39.355534,-76.573028,Water Temperature,WQM Field,17.24,degrees Celsius,11/6/2015 14:10
"ECHODALE AVE. OUTFALL 66""",39.353767,-76.573055,Chlorine_Spec,WQM Field,0,mg/L,11/6/2015 14:30
"ECHODALE AVE. OUTFALL 66""",39.353767,-76.573055,Conductivity,WQM Field,358,umhos,11/6/2015 14:30
"ECHODALE AVE. OUTFALL 66""",39.353767,-76.573055,Dissolved Oxygen,WQM Field,9.55,mg/L,11/6/2015 14:30
"ECHODALE AVE. OUTFALL 66""",39.353767,-76.573055,Hach Ammonia-Nitrogen,WQM Field,0.06,mg/L,11/6/2015 14:30
"ECHODALE AVE. OUTFALL 66""",39.353767,-76.573055,Water Temperature,WQM Field,18.35,degrees Celsius,11/6/2015 14:30
GWYNNS FALLS PKWY.,39.31486,-76.66559,Chlorine_Spec,WQM Field,0.17,mg/L,11/9/2015 10:01
GWYNNS FALLS PKWY.,39.31486,-76.66559,Conductivity,WQM Field,383,umhos,11/9/2015 10:01
GWYNNS FALLS PKWY.,39.31486,-76.66559,Dissolved Oxygen,WQM Field,10.02,mg/L,11/9/2015 10:01
GWYNNS FALLS PKWY.,39.31486,-76.66559,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,11/9/2015 10:01
GWYNNS FALLS PKWY.,39.31486,-76.66559,pH,WQM Field,8.93,pH units,11/9/2015 10:01
GWYNNS FALLS PKWY.,39.31486,-76.66559,Water Temperature,WQM Field,13.02,degrees Celsius,11/9/2015 10:01
MAIDENS CHOICE @ YALE AVE,39.27453,-76.68819,Chlorine_Spec,WQM Field,0.02,mg/L,11/9/2015 10:18
MAIDENS CHOICE @ YALE AVE,39.27453,-76.68819,Conductivity,WQM Field,685,umhos,11/9/2015 10:18
MAIDENS CHOICE @ YALE AVE,39.27453,-76.68819,Dissolved Oxygen,WQM Field,11.49,mg/L,11/9/2015 10:18
MAIDENS CHOICE @ YALE AVE,39.27453,-76.68819,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,11/9/2015 10:18
MAIDENS CHOICE @ YALE AVE,39.27453,-76.68819,pH,WQM Field,8.08,pH units,11/9/2015 10:18
MAIDENS CHOICE @ YALE AVE,39.27453,-76.68819,Water Temperature,WQM Field,10.14,degrees Celsius,11/9/2015 10:18
"HANLON PARK OUTFALL 36""",39.315625,-76.665968,Chlorine_Spec,WQM Field,0.42,mg/L,11/9/2015 10:30
"HANLON PARK OUTFALL 36""",39.315625,-76.665968,Conductivity,WQM Field,325,umhos,11/9/2015 10:30
"HANLON PARK OUTFALL 36""",39.315625,-76.665968,Dissolved Oxygen,WQM Field,10.96,mg/L,11/9/2015 10:30
"HANLON PARK OUTFALL 36""",39.315625,-76.665968,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,11/9/2015 10:30
"HANLON PARK OUTFALL 36""",39.315625,-76.665968,Water Temperature,WQM Field,12.11,degrees Celsius,11/9/2015 10:30
MAIDENS CHOICE,39.27573,-76.66607,Chlorine_Spec,WQM Field,0.04,mg/L,11/9/2015 10:30
MAIDENS CHOICE,39.27573,-76.66607,Conductivity,WQM Field,602,umhos,11/9/2015 10:30
MAIDENS CHOICE,39.27573,-76.66607,Dissolved Oxygen,WQM Field,11.21,mg/L,11/9/2015 10:30
MAIDENS CHOICE,39.27573,-76.66607,Hach Ammonia-Nitrogen,WQM Field,0.02,mg/L,11/9/2015 10:30
MAIDENS CHOICE,39.27573,-76.66607,pH,WQM Field,8.01,pH units,11/9/2015 10:30
MAIDENS CHOICE,39.27573,-76.66607,Water Temperature,WQM Field,10.31,degrees Celsius,11/9/2015 10:30
VERTIS PARK DR. STREAM,39.348001,-76.704901,Chlorine_Spec,WQM Field,0,mg/L,11/9/2015 10:45
VERTIS PARK DR. STREAM,39.348001,-76.704901,Conductivity,WQM Field,954,umhos,11/9/2015 10:45
VERTIS PARK DR. STREAM,39.348001,-76.704901,Dissolved Oxygen,WQM Field,10.52,mg/L,11/9/2015 10:45
VERTIS PARK DR. STREAM,39.348001,-76.704901,Hach Ammonia-Nitrogen,WQM Field,0.03,mg/L,11/9/2015 10:45
VERTIS PARK DR. STREAM,39.348001,-76.704901,Water Temperature,WQM Field,12.37,degrees Celsius,11/9/2015 10:45
GRUN CARROLL PARK,39.27471,-76.65373,Chlorine_Spec,WQM Field,0.02,mg/L,11/9/2015 10:49
GRUN CARROLL PARK,39.27471,-76.65373,Conductivity,WQM Field,664,umhos,11/9/2015 10:49
GRUN CARROLL PARK,39.27471,-76.65373,Dissolved Oxygen,WQM Field,8.56,mg/L,11/9/2015 10:49
GRUN CARROLL PARK,39.27471,-76.65373,Hach Ammonia-Nitrogen,WQM Field,0.2,mg/L,11/9/2015 10:49
GRUN CARROLL PARK,39.27471,-76.65373,pH,WQM Field,7.87,pH units,11/9/2015 10:49
GRUN CARROLL PARK,39.27471,-76.65373,Water Temperature,WQM Field,14.66,degrees Celsius,11/9/2015 10:49
WASHINGTON BLVD.,39.27207,-76.65016,Chlorine_Spec,WQM Field,0.02,mg/L,11/9/2015 10:57
WASHINGTON BLVD.,39.27207,-76.65016,Conductivity,WQM Field,611,umhos,11/9/2015 10:57
WASHINGTON BLVD.,39.27207,-76.65016,Dissolved Oxygen,WQM Field,11.85,mg/L,11/9/2015 10:57
WASHINGTON BLVD.,39.27207,-76.65016,Hach Ammonia-Nitrogen,WQM Field,0,mg/L,11/9/2015 10:57
WASHINGTON BLVD.,39.27207,-76.65016,pH,WQM Field,8.01,pH units,11/9/2015 10:57
WASHINGTON BLVD.,39.27207,-76.65016,Water Temperature,WQM Field,11.32,degrees Celsius,11/9/2015 10:57
"FOREST PARK OUTFALL 84""",39.318649,-76.704194,Chlorine_Spec,WQM Field,0,mg/L,11/9/2015 11:00
"FOREST PARK OUTFALL 84""",39.318649,-76.704194,Conductivity,WQM Field,672,umhos,11/9/2015 11:00
"FOREST PARK OUTFALL 84""",39.318649,-76.704194,Dissolved Oxygen,WQM Field,10.81,mg/L,11/9/2015 11:00
"FOREST PARK OUTFALL 84""",39.318649,-76.704194,Hach Ammonia-Nitrogen,WQM Field,0.09,mg/L,11/9/2015 11:00
"FOREST PARK OUTFALL 84""",39.318649,-76.704194,Water Temperature,WQM Field,13.42,degrees Celsius,11/9/2015 11:00
BRIARCLIFF OUTFALLS,39.298188,-76.701543,Chlorine_Spec,WQM Field,0.01,mg/L,11/9/2015 11:15
BRIARCLIFF OUTFALLS,39.298188,-76.701543,Conductivity,WQM Field,493,umhos,11/9/2015 11:15
BRIARCLIFF OUTFALLS,39.298188,-76.701543,Dissolved Oxygen,WQM Field,10.78,mg/L,11/9/2015 11:15
BRIARCLIFF OUTFALLS,39.298188,-76.701543,Hach Ammonia-Nitrogen,WQM Field,0.05,mg/L,11/9/2015 11:15
BRIARCLIFF OUTFALLS,39.298188,-76.701543,Water Temperature,WQM Field,13.56,degrees Celsius,11/9/2015 11:15
GRUN HILTON ST.,39.3027,-76.67416,Chlorine_Spec,WQM Field,0.07,mg/L,11/9/2015 11:16
GRUN HILTON ST.,39.3027,-76.67416,Conductivity,WQM Field,492,umhos,11/9/2015 11:16
GRUN HILTON ST.,39.3027,-76.67416,Dissolved Oxygen,WQM Field,10.22,mg/L,11/9/2015 11:16
