X,Y,OBJECTID,Block,Lot,PermitNum,VBN,DateIssue,DateIssued,ExistingUse,ProposedUse,HousingMarketTypology2017,Council_District,Neighborhood,BLOCKLOT,Address
1410163.55206372,594285.595472977,88343,2350,059,USE2021-55824,Y,2022/07/27 00:00:00+00,Jul 27 2022 12,1-08,1-08,I,9,Bridgeview/Greenlawn,2350 059,2314 CALVERTON HEIGHTS AVE
1410055.07327805,594280.050208479,88354,2350,066,USE2021-51166,Y,2021/03/23 00:00:00+00,Mar 23 2021 12,1-08,1-08,I,9,Bridgeview/Greenlawn,2350 066,2328 CALVERTON HEIGHTS AVE
1410023.07202972,594278.238204226,88356,2350,068,USE2021-51165,Y,2021/03/23 00:00:00+00,Mar 23 2021 12,7-03,1-08,I,9,Bridgeview/Greenlawn,2350 068,2332 CALVERTON HEIGHTS AVE
1401672.48210363,593088.989926562,88374,2491,043,USE2015-00900,Y,2015/06/15 00:00:00+00,Jun 15 2015 12,VAC,SF,F,8,Edmondson Village,2491 043,618 WILDWOOD PKWY
1401281.49272814,593113.27038981,88414,2491A,021,USE2020-53423,Y,2020/08/12 00:00:00+00,Aug 12 2020 12,1-08,1-08,F,8,Edmondson Village,2491A021,623 N WOODINGTON ROAD
1401467.74793306,594806.392987818,88452,2528H,027,USE2015-05398,Y,2016/03/14 00:00:00+00,Mar 14 2016 12,VAC,SF,F,8,Edmondson Village,2528H027,1103 N AUGUSTA AVE
1401532.5814648,595219.321623892,88474,2528J,015,USE2019-50702,Y,2019/04/02 14:30:05+00,Apr  2 2019  2,1-08,1-08,F,8,Edmondson Village,2528J015,4113 MOUNTWOOD ROAD
1401597.29065298,595055.063094139,88496,2528J,046,USE2023-53129,Y,2024/02/12 00:00:00+00,Feb 12 2024 12,7-03,1-08,F,8,Edmondson Village,2528J046,4108 GLEN HUNT ROAD
1410317.30470897,594786.012779221,88516,2351,017,USE2019-50355,Y,2019/10/07 16:00:08+00,Oct  7 2019  4,1-08,1-08,I,9,Bridgeview/Greenlawn,2351 017,930 N BENTALOU ST
1410314.54979321,594848.302680895,88520,2351,021,USE2016-02525,Y,2016/07/01 00:00:00+00,Jul  1 2016 12,MIXR,MIXR,I,9,Bridgeview/Greenlawn,2351 021,938 N BENTALOU ST
1403274.98513222,593039.959840894,88533,2487,005,USE2019-54861,Y,2020/08/14 00:00:00+00,Aug 14 2020 12,1-08,1-08,H,8,Edgewood,2487 005,608 ALLENDALE ST
1403270.12228106,593139.061020643,88538,2487,010,USE2023-55439,Y,2023/10/25 00:00:00+00,Oct 25 2023 12,1-08,1-08,H,8,Edgewood,2487 010,618 ALLENDALE ST
1403187.78714389,592884.803983226,88554,2487,021,USE2014-05691,Y,2015/02/05 00:00:00+00,Feb  5 2015 12,VAC,SF,H,8,Edgewood,2487 021,3712 EDMONDSON AVE
1403124.80564256,592881.303334057,88557,2487,024,USE2021-55436,Y,2021/12/09 00:00:00+00,Dec  9 2021 12,7-03,1-08,H,8,Edgewood,2487 024,3718 EDMONDSON AVE
1403104.25581488,592880.969017148,88558,2487,025,USE2024-54643,Y,2024/10/02 00:00:00+00,Oct  2 2024 12,1-08,1-08,H,8,Edgewood,2487 025,3720 EDMONDSON AVE
1403022.89803797,593006.405774146,88571,2487,034,USE2020-53486,Y,2020/09/29 00:00:00+00,Sep 29 2020 12,1-08,1-08,H,8,Edgewood,2487 034,607 MOUNT HOLLY ST
1403020.61293755,593026.071089149,88572,2487,035,USE2017-01148,Y,2017/08/17 15:24:53+00,Aug 17 2017  3,SF,SF,H,8,Edgewood,2487 035,609 MOUNT HOLLY ST
1403015.37836798,593146.055757314,88578,2487,041,USE2022-53608,Y,2022/08/19 00:00:00+00,Aug 19 2022 12,1-08,1-08,H,8,Edgewood,2487 041,621 MOUNT HOLLY ST
1403090.96745564,593181.463822976,88588,2487,046,USE2020-52881,Y,2020/07/16 00:00:00+00,Jul 16 2020 12,1-08,1-08,H,8,Edgewood,2487 046,3713 HARLEM AVE
1410832.70656531,597916.45993039,88635,2301,043,USE2024-52285,Y,2024/05/13 00:00:00+00,May 13 2024 12,1-08,1-08,I,7,Easterwood,2301 043,2116 PRESBURY ST
1404628.7918078,592242.494900391,88671,2281A,010,USE2022-56787,Y,2022/12/15 00:00:00+00,Dec 15 2022 12,1-09,1-09,I,8,Allendale,2281A010,418 GWYNN AVE
1410343.90144056,593245.126097232,88682,2348,006,USE2022-52416,Y,2022/04/26 00:00:00+00,Apr 26 2022 12,1-08,1-08,I,9,Rosemont Homeowners/Tenants,2348 006,2310 EDMONDSON AVE
1410152.46842447,593235.583137304,88698,2348,018,USE2024-55017,Y,2024/09/26 00:00:00+00,Sep 26 2024 12,1-08,1-08,I,9,Rosemont Homeowners/Tenants,2348 018,2334 EDMONDSON AVE
1410136.46353522,593234.527037054,88699,2348,019,USE2022-55759,Y,2022/09/27 00:00:00+00,Sep 27 2022 12,1-08,1-08,I,9,Rosemont Homeowners/Tenants,2348 019,2336 EDMONDSON AVE
1410096.28940298,593338.387393638,88705,2348,025,USE2017-54593,Y,2017/12/22 13:30:00+00,Dec 22 2017  1,1-08,1-08,I,9,Rosemont Homeowners/Tenants,2348 025,2327 ARUNAH AVE
1410317.65083688,593349.157713309,88718,2348,034,USE2021-52313,Y,2021/06/02 00:00:00+00,Jun  2 2021 12,7-03,1-08,I,9,Rosemont Homeowners/Tenants,2348 034,2309 ARUNAH AVE
1427319.35633472,589219.210920721,88884,1810,013,USE2023-53461,Y,2024/08/26 00:00:00+00,Aug 26 2024 12,3-50,3-50,A,1,Fells Point,1810 013,624 S BROADWAY 
1427998.30084297,583851.490028888,88994,2021,088,USE2021-55603,Y,2022/01/24 00:00:00+00,Jan 24 2022 12,1-08,1-08,B,11,Locust Point,2021 088,1422 RICHARDSON ST
1428017.3887313,583894.764876723,89013,2021,092,USE2015-00255,Y,2015/01/22 00:00:00+00,Jan 22 2015 12,VAC,SF,B,11,Locust Point,2021 092,1414 RICHARDSON ST
1404016.6493313,593908.33540073,89106,2505A,084,USE2017-00416,Y,2017/02/14 16:02:29+00,Feb 14 2017  4,VAC,SF,H,8,Edgewood,2505A084,768 N GRANTLEY ST
1404082.78994705,593983.840170979,89111,2505A,089,USE2021-53466,Y,2021/09/04 00:00:00+00,Sep  4 2021 12,1-08,1-08,H,8,Edgewood,2505A089,778 N GRANTLEY ST
1404231.43269439,594143.737160891,89122,2505A,100,USE2024-50043,Y,2024/10/22 00:00:00+00,Oct 22 2024 12,7-03,1-08,H,8,Edgewood,2505A100,798 1/2 N GRANTLEY ST
1403257.96023189,593400.360366806,89145,2506,006,USE2019-54409,Y,2020/03/02 00:00:00+00,Mar  2 2020 12,1-08,1-08,H,8,Edgewood,2506 006,710 ALLENDALE ST
1403191.74481314,593529.417195305,89166,2506A,001,USE2017-00800,Y,2018/02/05 15:03:21+00,Feb  5 2018  3,SF,SF,F,8,Edgewood,2506A001,3700 GELSTON DR
1403132.33712356,593504.637717307,89174,2506A,005,USE2015-02380,Y,2015/07/20 00:00:00+00,Jul 20 2015 12,SF,SF,F,8,Edgewood,2506A005,3708 GELSTON DR
1403000.03456664,593478.935340896,89182,2506A,013,USE2022-54560,Y,2022/11/04 00:00:00+00,Nov  4 2022 12,1-08,1-08,F,8,Edgewood,2506A013,715 MOUNT HOLLY ST
1403248.38151088,593612.946227729,89212,2506A,037,USE2018-54930,Y,2018/10/05 13:30:04+00,Oct  5 2018  1,1-08,1-08,F,8,Edgewood,2506A037,722 ALLENDALE ST
1402868.85208622,593300.244425312,89219,2507,002,USE2018-52991,Y,2018/06/20 15:00:05+00,Jun 20 2018  3,1-08,1-08,H,8,Edmondson Village,2507 002,702 MOUNT HOLLY ST
1402867.47512047,593320.36905697,89220,2507,003,USE2014-05940,Y,2015/12/23 00:00:00+00,Dec 23 2015 12,SF,SF,H,8,Edmondson Village,2507 003,704 MOUNT HOLLY ST
1402768.56521331,593297.771989316,89227,2507,010,USE2017-00643,Y,2017/05/05 15:15:50+00,May  5 2017  3,SF,SF,H,8,Edmondson Village,2507 010,3804 HARLEM AVE
1402669.17007089,593292.72803615,89235,2507,015,USE2015-05155,Y,2015/12/04 00:00:00+00,Dec  4 2015 12,VAC,SF,H,8,Edmondson Village,2507 015,3814 HARLEM AVE
1405924.9151998,595827.684580401,89375,2442B,004,USE2017-53850,Y,2017/11/16 16:00:02+00,Nov 16 2017  4,1-08,1-08,I,9,Rosemont,2442B004,3107 NORMOUNT AVE
1405788.96402813,595759.307748646,89383,2442B,012,USE2024-53325,Y,2024/07/18 00:00:00+00,Jul 18 2024 12,7-03,1-08,I,9,Rosemont,2442B012,3123 NORMOUNT AVE
1404360.83663505,585311.24203065,89422,2500C,038,USE2016-04040,Y,2016/09/07 14:31:02+00,Sep  7 2016  2,SF,SF,E,9,Saint Agnes,2500C038,813 UNETTA AVE
1404395.84903222,593423.903954893,89445,2501,006,USE2015-01767,Y,2015/05/22 00:00:00+00,May 22 2015 12,VAC,SF,H,8,Edgewood,2501 006,711 N EDGEWOOD ST
1404532.07513772,593579.488289401,89455,2501,016,USE2019-52798,Y,2020/02/04 00:00:00+00,Feb  4 2020 12,1-08,1-08,H,8,Edgewood,2501 016,731 N EDGEWOOD ST
1404574.2525468,593627.654531643,89458,2501,019,USE2015-02316,Y,2015/09/08 00:00:00+00,Sep  8 2015 12,VAC,SF,H,8,Edgewood,2501 019,737 N EDGEWOOD ST
1404664.32946639,593729.82657139,89466,2501,027,USE2015-04689,Y,2015/12/24 00:00:00+00,Dec 24 2015 12,VAC,SF,H,8,Edgewood,2501 027,753 N EDGEWOOD ST
1404702.73752606,593773.386523649,89469,2501,030,USE2016-04460,Y,2017/01/05 12:16:46+00,Jan  5 2017 12,SF,SF,H,8,Edgewood,2501 030,759 N EDGEWOOD ST
1404840.33206713,593571.912845224,89488,2501,049,USE2016-03217,Y,2017/05/11 12:25:31+00,May 11 2017 12,SF,SF,H,8,Edgewood,2501 049,726 N HILTON ST
1404837.73135056,593628.718505889,89489,2501,050,USE2024-51455,Y,2024/05/16 00:00:00+00,May 16 2024 12,7-03,1-08,H,8,Edgewood,2501 050,800 N HILTON ST
1404836.86258589,593646.840188816,89490,2501,051,USE2021-55547,Y,2021/11/26 00:00:00+00,Nov 26 2021 12,1-08,1-08,H,8,Edgewood,2501 051,802 N HILTON ST
1404643.68515073,593378.81841515,89496,2501,061,USE2016-00702,Y,2016/03/22 00:00:00+00,Mar 22 2016 12,SF,SF,H,8,Edgewood,2501 061,701 DENISON ST
1404709.43797196,593422.375086561,89500,2501,065,BUSE-25-006450,Y,2026/03/04 00:00:00+00,Mar  4 2026 12,Dwelling: Rowhouse,Dwelling: Rowhouse,H,8,Edgewood,2501 065,709 DENISON ST
1404678.99511947,593575.900370061,89519,2501,094,USE2015-00975,Y,2015/08/13 00:00:00+00,Aug 13 2015 12,VAC,SF,H,8,Edgewood,2501 094,736 DENISON ST
1404134.06018572,593356.755467147,89538,2503,001,USE2020-51803,Y,2020/06/18 00:00:00+00,Jun 18 2020 12,1-08,1-08,H,8,Edgewood,2503 001,700 N EDGEWOOD ST
1404197.70507155,593407.8350894,89540,2503,005,USE2017-50703,Y,2017/06/13 16:00:01+00,Jun 13 2017  4,1-08,1-08,H,8,Edgewood,2503 005,706 N EDGEWOOD ST
1404184.17950806,593393.081181899,89543,2503,004,USE2020-55840,Y,2021/03/16 00:00:00+00,Mar 16 2021 12,1-08,1-08,H,8,Edgewood,2503 004,704 N EDGEWOOD ST
1404326.9931988,593553.854482397,89550,2503,014,BUSE-25-003580,Y,2025/08/08 00:00:00+00,Aug  8 2025 12,Two Family Dwelling,Two Family Dwelling,H,8,Edgewood,2503 014,724 N EDGEWOOD ST
1404393.68105756,593628.889437303,89555,2503,019,USE2020-50919,Y,2020/04/14 00:00:00+00,Apr 14 2020 12,1-08,1-08,H,8,Edgewood,2503 019,734 N EDGEWOOD ST
1404433.9221188,593674.170514733,89558,2503,022,USE2015-00855,Y,2015/04/13 00:00:00+00,Apr 13 2015 12,SF,SF,H,8,Edgewood,2503 022,740 N EDGEWOOD ST
1404447.37255122,593689.317137972,89559,2503,023,USE2016-05684,Y,2017/01/12 12:13:41+00,Jan 12 2017 12,3-52,3-52,H,8,Edgewood,2503 023,742 N EDGEWOOD ST
1404086.88016197,593424.944963306,89580,2503,047,USE2022-56090,Y,2023/04/27 00:00:00+00,Apr 27 2023 12,1-08,1-08,H,8,Edgewood,2503 047,713 LINNARD ST
1404100.15310131,593440.069276899,89581,2503,048,USE2015-04474,Y,2015/12/01 00:00:00+00,Dec  1 2015 12,SF,SF,H,8,Edgewood,2503 048,715 LINNARD ST
1404047.18339097,593379.734423816,89583,2503,044,USE2023-53577,Y,2024/02/12 00:00:00+00,Feb 12 2024 12,1-08,1-08,H,8,Edgewood,2503 044,707 LINNARD ST
1404152.52077872,593499.702687815,89588,2503,052,USE2024-56815,Y,2025/01/07 00:00:00+00,Jan  7 2025 12,1-08,1-08,H,8,Edgewood,2503 052,723 LINNARD ST
1404454.26394163,593843.186908975,89610,2503,074,USE2024-55431,Y,2024/11/06 00:00:00+00,Nov  6 2024 12,1-08,1-08,H,8,Edgewood,2503 074,767 LINNARD ST
1403914.48582172,593442.504311398,89622,2504,008,USE2022-55784,Y,2022/09/28 00:00:00+00,Sep 28 2022 12,1-08,1-08,H,8,Edgewood,2504 008,714 LINNARD ST
1403887.92550738,593412.859029472,89629,2504,006,USE2016-04446,Y,2016/09/28 11:07:45+00,Sep 28 2016 11,SF,SF,H,8,Edgewood,2504 006,710 LINNARD ST
1401227.97085355,594248.48170206,89722,2520A,003,USE2023-54348,Y,2024/03/28 00:00:00+00,Mar 28 2024 12,1-08,1-08,F,8,Edmondson Village,2520A003,905 N WOODINGTON ROAD
1402176.20878647,594295.525571227,89758,2521,023,USE2021-54096,Y,2021/09/21 00:00:00+00,Sep 21 2021 12,1-08,1-08,F,8,Edmondson Village,2521 023,3922 COLBORNE ROAD
1427553.13605088,589422.874883473,89853,1828,001,USE2023-53270,Y,2023/07/14 00:00:00+00,Jul 14 2023 12,3-52,1-07,B,1,Fells Point,1828 001,601 S BROADWAY 
1401132.16986406,592862.782701805,89897,2491B,008,USE2014-02209,Y,2015/02/11 00:00:00+00,Feb 11 2015 12,VAC,SF,D,8,Rognel Heights,2491B008,600 N WOODINGTON ROAD
1401074.5607273,593087.72582148,89912,2491B,020,USE2020-50199,Y,2020/03/05 00:00:00+00,Mar  5 2020 12,1-08,1-08,D,8,Rognel Heights,2491B020,622 WICKLOW ROAD
1402277.59506664,593611.032189563,89931,2508,048,USE2019-55886,Y,2020/01/13 00:00:00+00,Jan 13 2020 12,1-08,1-08,F,8,Edmondson Village,2508 048,3915 CRANSTON AVE
1402263.74502872,593610.354369387,89932,2508,049,BUSE-25-000257,Y,2025/06/16 00:00:00+00,Jun 16 2025 12,Vacant House/Building/Structure,Dwelling: Rowhouse,F,8,Edmondson Village,2508 049,3917 CRANSTON AVE
1402249.72012238,593609.666050553,89933,2508,050,USE2015-05408,Y,2016/05/26 00:00:00+00,May 26 2016 12,SF,SF,F,8,Edmondson Village,2508 050,3919 CRANSTON AVE
1410038.42600164,594712.521456391,89948,2351,040A,USE2019-50995,Y,2019/03/28 13:30:04+00,Mar 28 2019  1,1-08,1-08,I,9,Bridgeview/Greenlawn,2351 040A,907 N WHEELER AVE
1410298.27784413,595193.394838482,89970,2352,018,USE2016-05558,Y,2017/02/07 08:57:20+00,Feb  7 2017  8,SF,SF,I,9,Bridgeview/Greenlawn,2352 018,1034 N BENTALOU ST
1410109.9855698,594960.247338891,89986,2352,031,USE2020-53677,Y,2020/09/02 00:00:00+00,Sep  2 2020 12,1-08,1-08,I,9,Bridgeview/Greenlawn,2352 031,2318 MOSHER ST
1402852.08374706,600557.681682065,90029,2827,007,USE2020-53479,Y,2020/08/12 00:00:00+00,Aug 12 2020 12,1-05,1-05,F,6,Garwyn Oaks,2827 007,2401 ALLENDALE ROAD
1402965.80825713,600921.704904139,90051,2829,001,USE2022-53711,Y,2022/09/20 00:00:00+00,Sep 20 2022 12,7-02,7-02,F,6,Garwyn Oaks,2829 001,2500 ELSINORE AVE
1402957.28760488,601087.990332723,90054,2829,004,USE2019-52154,Y,2019/09/17 15:00:11+00,Sep 17 2019  3,1-05,1-05,F,6,Garwyn Oaks,2829 004,2506 ELSINORE AVE
1402825.63563722,600963.156920969,90058,2829,008,USE2018-51214,Y,2018/03/12 14:00:05+00,Mar 12 2018  2,1-05,1-05,F,6,Garwyn Oaks,2829 008,2503 ALLENDALE ROAD
1403643.20093122,601499.329733148,90075,2831,002,USE2017-53983,Y,2017/11/27 10:00:02+00,Nov 27 2017 10,7-03,1-08,F,6,Garwyn Oaks,2831 002,2606 GARRISON BLVD
1403488.16482396,601347.50260897,90079,2831,006,USE2022-53329,Y,2022/11/02 00:00:00+00,Nov  2 2022 12,1-13,1-13,F,6,Garwyn Oaks,2831 006,2601 ROSLYN AVE
1402506.21271963,601495.974424899,90117,2834,013,USE2018-54335,Y,2018/08/24 16:00:04+00,Aug 24 2018  4,1-05,1-05,F,6,Garwyn Oaks,2834 013,2611 CHELSEA TERR
1402894.68143089,600275.904358476,90146,2820,007,USE2020-53480,Y,2020/08/12 00:00:00+00,Aug 12 2020 12,1-05,1-05,F,6,Garwyn Oaks,2820 007,2303 ALLENDALE ROAD
1402883.52823797,600349.006902561,90148,2820,009,USE2015-01213,Y,2015/03/25 00:00:00+00,Mar 25 2015 12,VAC,2FD,F,6,Garwyn Oaks,2820 009,2307 ALLENDALE ROAD
1403504.08244306,600695.341839805,90172,2823A,006,USE2014-03541,Y,2015/08/07 00:00:00+00,Aug  7 2015 12,SF,SF,F,6,Garwyn Oaks,2823A006,2405 ROSLYN AVE
1403632.5300208,601023.082654148,90176,2823B,002,USE2015-03338,Y,2015/08/18 00:00:00+00,Aug 18 2015 12,VAC,SF,F,6,Garwyn Oaks,2823B002,2502 GARRISON BLVD
1403295.75411956,600999.036770478,90185,2824,005,USE2020-52173,Y,2020/06/05 00:00:00+00,Jun  5 2020 12,1-05,1-05,F,6,Garwyn Oaks,2824 005,2502 ROSLYN AVE
1402431.66201572,600388.722046226,90209,2826B,001,USE2018-54754,Y,2018/09/26 08:30:05+00,Sep 26 2018  8,1-05,1-05,F,6,Windsor Hills,2826B001,2316 CHELSEA TERR
1402131.53630364,600057.028155804,90221,2826B,010,USE2018-53456,Y,2018/08/22 08:30:03+00,Aug 22 2018  8,1-05,1-05,F,6,Windsor Hills,2826B010,3912 GWYNNS FALLS PKWY
1402090.40285572,600020.500341728,90222,2826B,011,USE2020-54659,Y,2021/03/08 00:00:00+00,Mar  8 2021 12,1-05,1-05,F,6,Windsor Hills,2826B011,3914 GWYNNS FALLS PKWY
1402059.21525405,599976.669720724,90223,2826B,012,USE2019-55923,Y,2020/04/30 00:00:00+00,Apr 30 2020 12,1-05,1-05,F,6,Windsor Hills,2826B012,3916 GWYNNS FALLS PKWY
1402401.42848039,600607.365965888,90244,2826C,003,USE2020-51402,Y,2021/02/26 00:00:00+00,Feb 26 2021 12,1-05,1-05,D,6,Windsor Hills,2826C003,2404 CHELSEA TERR
1402383.95574631,600728.053060472,90245,2826C,005,USE2015-04782,Y,2015/11/19 00:00:00+00,Nov 19 2015 12,SF,SF,D,6,Windsor Hills,2826C005,2408 CHELSEA TERR
1429947.98263913,589561.322113141,90285,1835,031,USE2019-54781,Y,2019/11/08 13:30:55+00,Nov  8 2019  1,1-08,1-08,A,1,Canton,1835 031,2225 FLEET ST
1429877.90699188,589559.282090977,90290,1835,036,USE2018-55160,Y,2019/01/18 14:30:04+00,Jan 18 2019  2,1-08,1-08,A,1,Canton,1835 036,2215 FLEET ST
1430104.31303513,589532.555438399,90304,1836,005,USE2014-05905,Y,2015/03/03 00:00:00+00,Mar  3 2015 12,VAC,SF,B,1,Canton,1836 005,609 S PATTERSON PARK AVE
1430109.28120105,589366.876635894,90315,1836,016,USE2014-05941,Y,2015/02/13 00:00:00+00,Feb 13 2015 12,MF,SF,B,1,Canton,1836 016,631 S PATTERSON PARK AVE
1402851.02535023,593675.269921973,90424,2507A,033,USE2022-53504,Y,2022/05/13 00:00:00+00,May 13 2022 12,1-08,1-08,F,8,Edmondson Village,2507A033,734 MOUNT HOLLY ST
1402321.92043731,593492.79194048,90474,2508,015,USE2015-03753,Y,2015/09/04 00:00:00+00,Sep  4 2015 12,VAC,SF,F,8,Edmondson Village,2508 015,3908 GELSTON DR
1402156.90665972,593484.420238063,90485,2508,026,USE2018-51669,Y,2018/04/12 07:00:14+00,Apr 12 2018  7,1-08,1-08,F,8,Edmondson Village,2508 026,4000 GELSTON DR
1427843.80148005,589420.183287814,90526,1828,057,USE2019-53270,Y,2019/12/10 08:30:26+00,Dec 10 2019  8,1-07,1-07,B,1,Fells Point,1828 057,1733 FLEET ST
1427655.85172471,589416.301405817,90531,1828,065,USE2021-50615,Y,2021/04/13 00:00:00+00,Apr 13 2021 12,7-03,1-07,B,1,Fells Point,1828 065,1709 FLEET ST
1428298.75332606,589233.313910887,90581,1829,021,USE2015-02660,Y,2016/03/07 00:00:00+00,Mar  7 2016 12,SF,SF,B,1,Fells Point,1829 021,1824 ALICEANNA ST
1428179.34083521,589462.589370981,90599,1829,045,USE2016-02208,Y,2016/06/01 00:00:00+00,Jun  1 2016 12,VAC,COM,B,1,Fells Point,1829 045,1819 FLEET ST
1429466.1633928,590500.332046136,90634,1766,023,USE2015-05471,Y,2015/12/30 00:00:00+00,Dec 30 2015 12,VAC,SF,B,1,Upper Fells Point,1766 023,330 S COLLINGTON AVE
1429705.68161455,590650.657860979,90729,1767,010,USE2016-03566,Y,2016/08/15 09:48:25+00,Aug 15 2016  9,SF,SF,B,1,Upper Fells Point,1767 010,2219 GOUGH ST
1432693.03521989,589529.700129136,90843,1843C,062,USE2021-50773,Y,2021/03/03 00:00:00+00,Mar  3 2021 12,1-08,1-08,B,1,Canton,1843C062,635 S CURLEY ST
1430757.48922221,589362.717851564,90913,1837,017,USE2017-01212,Y,2017/04/11 14:35:12+00,Apr 11 2017  2,SF,SF,B,1,Canton,1837 017,2434 FOSTER AVE
1430643.43597263,589600.517900899,90951,1837,049,BUSE-25-003024,Y,2025/07/15 00:00:00+00,Jul 15 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,B,1,Canton,1837 049,2419 FLEET ST
1423055.84288014,586992.773116395,91002,1915,035,USE2017-50549,Y,2017/05/19 14:30:01+00,May 19 2017  2,SF,SF,A,11,Federal Hill,1915 035,1033 RIVERSIDE AVE
1408904.91448914,592977.883193389,91063,2206A,015,USE2023-50992,Y,2023/03/14 00:00:00+00,Mar 14 2023 12,1-08,1-08,I,9,Rosemont Homeowners/Tenants,2206A015,2575 EDMONDSON AVE
1408856.70493989,592975.356295556,91066,2206A,018,USE2015-04082,Y,2016/10/26 00:00:00+00,Oct 26 2016 12,SF,SF,I,9,Rosemont Homeowners/Tenants,2206A018,2581 EDMONDSON AVE
1408884.39681363,592718.319408059,91077,2206A,023,USE2016-00635,Y,2016/02/25 00:00:00+00,Feb 25 2016 12,VAC,COM,I,9,Rosemont Homeowners/Tenants,2206A023,2560 W FRANKLIN ST
1409540.7997003,592913.67728506,91113,2206B,026,USE2022-51049,Y,2023/05/12 00:00:00+00,May 12 2023 12,1-08,1-08,I,9,Rosemont Homeowners/Tenants,2206B026,2504 LAURETTA AVE
1409499.53075397,592912.012262151,91119,2206B,029,USE2020-50651,Y,2022/08/31 00:00:00+00,Aug 31 2022 12,1-11,1-11,I,9,Rosemont Homeowners/Tenants,2206B029,2510 LAURETTA AVE
1409445.31990439,592909.832476482,91123,2206B,033,USE2015-04915,Y,2015/12/09 00:00:00+00,Dec  9 2015 12,SF,SF,I,9,Rosemont Homeowners/Tenants,2206B033,2518 LAURETTA AVE
1429403.72454131,590038.237169817,91130,1775,026,USE2015-00777,Y,2015/03/18 00:00:00+00,Mar 18 2015 12,MIXC,MIXC,B,1,Upper Fells Point,1775 026,2110 EASTERN AVE
1428767.59490806,590231.01762414,91261,1774,002,USE2018-51649,Y,2018/06/12 08:00:02+00,Jun 12 2018  8,1-08,1-08,B,13,Upper Fells Point,1774 002,2003 BANK ST
1428781.17329296,590231.711520389,91262,1774,003,USE2020-51911,Y,2020/05/14 00:00:00+00,May 14 2020 12,1-08,1-08,B,13,Upper Fells Point,1774 003,2005 BANK ST
1428779.22054097,590059.226301059,91301,1774,070,USE2018-53267,Y,2018/06/25 12:30:03+00,Jun 25 2018 12,1-08,1-08,B,13,Upper Fells Point,1774 070,419 S WASHINGTON ST
1428778.45315406,590072.048453897,91302,1774,071,USE2015-01286,Y,2015/03/27 00:00:00+00,Mar 27 2015 12,SF,SF,B,13,Upper Fells Point,1774 071,417 S WASHINGTON ST
1428943.87572347,590061.610482648,91317,1774,090,USE2019-53094,Y,2019/06/27 08:00:08+00,Jun 27 2019  8,1-08,1-08,B,13,Upper Fells Point,1774 090,2025 PORTUGAL ST
1428907.46536322,590059.735486388,91320,1774,093,USE2018-50595,Y,2018/02/02 15:30:07+00,Feb  2 2018  3,1-08,1-08,B,13,Upper Fells Point,1774 093,2019 PORTUGAL ST
1428895.20423289,590059.102613643,91321,1774,094,USE2017-50337,Y,2017/04/28 14:51:20+00,Apr 28 2017  2,VAC,SF,B,13,Upper Fells Point,1774 094,2017 PORTUGAL ST
1404059.74307714,593607.509558812,91378,2504,019,USE2020-51405,Y,2020/04/03 00:00:00+00,Apr  3 2020 12,1-08,1-08,H,8,Edgewood,2504 019,736 LINNARD ST
1404086.37524173,593637.754905149,91380,2504,021,USE2018-52911,Y,2018/10/23 11:00:11+00,Oct 23 2018 11,1-09,1-08,H,8,Edgewood,2504 021,740 LINNARD ST
1404289.67732856,593868.199982315,91394,2504,035,USE2024-56593,Y,2024/12/19 00:00:00+00,Dec 19 2024 12,1-08,1-08,H,8,Edgewood,2504 035,768 LINNARD ST
1404301.67796072,593881.560847983,91395,2504,036,USE2023-51306,Y,2023/09/01 00:00:00+00,Sep  1 2023 12,7-03,1-08,H,8,Edgewood,2504 036,770 LINNARD ST
1403752.39362623,593398.475199983,91414,2504,055,USE2019-00038,Y,2019/01/11 15:00:07+00,Jan 11 2019  3,7-03,1-08,H,8,Edgewood,2504 055,711 N GRANTLEY ST
1403805.52573781,593459.575143397,91418,2504,059,USE2015-01831,Y,2015/11/03 00:00:00+00,Nov  3 2015 12,SF,SF,H,8,Edgewood,2504 059,719 N GRANTLEY ST
1403897.97798072,593565.133987397,91425,2504,066,USE2021-50899,Y,2021/03/19 00:00:00+00,Mar 19 2021 12,1-08,1-08,H,8,Edgewood,2504 066,733 N GRANTLEY ST
1403922.49663247,593594.317327976,91427,2504,068,USE2022-53874,Y,2022/08/11 00:00:00+00,Aug 11 2022 12,1-08,1-08,H,8,Edgewood,2504 068,737 N GRANTLEY ST
1403962.25278655,593639.711922228,91430,2504,071,USE2022-55321,Y,2022/10/25 00:00:00+00,Oct 25 2022 12,1-08,1-08,H,8,Edgewood,2504 071,743 N GRANTLEY ST
1404014.8796498,593700.22197181,91434,2504,075,USE2019-54603,Y,2019/09/18 15:30:12+00,Sep 18 2019  3,1-08,1-08,H,8,Edgewood,2504 075,751 N GRANTLEY ST
1404119.03003205,593818.360186979,91441,2504,082,USE2023-51307,Y,2023/10/05 00:00:00+00,Oct  5 2023 12,7-03,1-08,H,8,Edgewood,2504 082,765 N GRANTLEY ST
1404158.7573148,593863.448023304,91444,2504,085,BUSE-25-004163,Y,2025/10/03 00:00:00+00,Oct  3 2025 12,Single Family Dwelling,Single Family Dwelling,H,8,Edgewood,2504 085,771 N GRANTLEY ST
