X,Y,OBJECTID,Block,Lot,PermitNum,VBN,DateIssue,DateIssued,ExistingUse,ProposedUse,HousingMarketTypology2017,Council_District,Neighborhood,BLOCKLOT,Address
1406382.84243356,596839.968316972,85030,2452,030,USE2019-53535,Y,2019/10/03 15:00:19+00,Oct  3 2019  3,1-08,1-08,I,9,Rosemont,2452 030,3009 BRIGHTON ST
1406312.7825343,596836.134007066,85035,2452,035,USE2018-55835,Y,2019/01/30 15:30:06+00,Jan 30 2019  3,1-08,1-08,I,9,Rosemont,2452 035,3019 BRIGHTON ST
1405411.12521689,597188.334746227,85060,2441,003,USE2024-54402,Y,2024/11/20 00:00:00+00,Nov 20 2024 12,1-08,1-08,I,9,Rosemont,2441 003,1604 N ELLAMONT ST
1405407.37522438,597259.590181142,85065,2441,008,USE2017-51151,Y,2017/06/20 15:00:00+00,Jun 20 2017  3,1-08,1-08,I,9,Rosemont,2441 008,1614 N ELLAMONT ST
1405397.16723955,597441.038309067,85072,2441,015,USE2022-52318,Y,2022/04/22 00:00:00+00,Apr 22 2022 12,1-08,1-08,I,9,Rosemont,2441 015,1628 N ELLAMONT ST
1405184.33564422,597520.342284307,85080,2441,023,BUSE-25-000476,Y,2025/11/10 00:00:00+00,Nov 10 2025 12,Single Family Dwelling,Single Family Dwelling,I,9,Rosemont,2441 023,1639 N HILTON ST
1405185.1410888,597499.977495641,85081,2441,024,USE2023-54390,Y,2025/04/28 00:00:00+00,Apr 28 2025 12,Dwelling: Single Family - Semi-Detached,Dwelling: Single Family - Semi-Detached,I,9,Rosemont,2441 024,1637 N HILTON ST
1405197.83397681,597291.790904149,85088,2441,031,USE2017-51816,Y,2017/08/16 14:00:07+00,Aug 16 2017  2,1-08,1-08,I,9,Rosemont,2441 031,1615 N HILTON ST
1405200.30181964,597230.389452145,85091,2441,034,USE2022-54757,Y,2022/09/02 00:00:00+00,Sep  2 2022 12,1-09,1-09,I,9,Rosemont,2441 034,1609 N HILTON ST
1405287.71732722,597267.899219647,85100,2441,043,BUSE-25-002650,Y,2025/10/02 00:00:00+00,Oct  2 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,I,9,Rosemont,2441 043,3209 GRAYSON ST
1405331.85503422,597269.957286388,85103,2441,046,USE2022-55033,Y,2023/01/05 00:00:00+00,Jan  5 2023 12,1-08,1-08,I,9,Rosemont,2441 046,3203 GRAYSON ST
1405209.8044253,595746.683101982,85123,2442,020,USE2023-53561,Y,2023/08/09 00:00:00+00,Aug  9 2023 12,7-03,1-08,I,9,Rosemont,2442 020,3239 BELMONT AVE
1405292.19763322,595676.307586566,85146,2442,042,USE2020-51786,Y,2020/07/01 00:00:00+00,Jul  1 2020 12,1-08,1-08,I,9,Rosemont,2442 042,3236 NORMOUNT AVE
1405190.79232422,595623.112154901,85152,2442,048,USE2020-51717,Y,2020/05/01 00:00:00+00,May  1 2020 12,1-08,1-08,I,9,Rosemont,2442 048,3248 NORMOUNT AVE
1405828.89144172,596074.776605889,85160,2442A,008,USE2015-04715,Y,2016/05/23 00:00:00+00,May 23 2016 12,SF,SF,I,9,Rosemont,2442A008,3115 BELMONT AVE
1402632.1776908,594587.84519656,85194,2524,020,USE2018-51563,Y,2018/04/11 15:00:08+00,Apr 11 2018  3,1-08,1-08,F,8,Edmondson Village,2524 020,3816 FLOWERTON ROAD
1401864.27469905,588737.123302221,85215,2542,018,USE2022-57323,Y,2023/01/20 00:00:00+00,Jan 20 2023 12,1-08,1-08,H,8,Irvington,2542 018,214 S COLLINS AVE
1401867.12771171,588675.844225317,85219,2542,022,USE2016-04913,Y,2016/12/05 14:43:03+00,Dec  5 2016  2,SF,SF,H,8,Irvington,2542 022,222 S COLLINS AVE
1401870.4882693,588603.284331053,85223,2542,026,USE2016-05872,Y,2017/09/26 09:00:28+00,Sep 26 2017  9,VAC,SF,H,8,Irvington,2542 026,230 S COLLINS AVE
1401872.2225178,588566.02292265,85225,2542,028,USE2015-04259,Y,2015/10/16 00:00:00+00,Oct 16 2015 12,VAC,SF,H,8,Irvington,2542 028,234 S COLLINS AVE
1401897.05809805,588548.414362058,85226,2542,029,USE2024-51537,Y,2024/04/04 00:00:00+00,Apr  4 2024 12,1-11,1-11,H,8,Irvington,2542 029,236 S COLLINS AVE
1401191.70025681,589037.680115804,85262,2543,016,USE2021-51915,Y,2021/05/04 00:00:00+00,May  4 2021 12,1-05,1-05,H,8,Irvington,2543 016,4212 MASSACHUSETTS AVE
1401466.01663731,588912.605562806,85274,2544,001,USE2019-54809,Y,2021/12/09 00:00:00+00,Dec  9 2021 12,1-07,1-05,H,8,Irvington,2544 001,200 S AUGUSTA AVE
1401488.73870473,588419.277153149,85293,2545,004,USE2017-52497,Y,2017/09/12 08:00:02+00,Sep 12 2017  8,1-07,1-07,H,8,Irvington,2545 004,222 S AUGUSTA AVE
1433021.31999639,588385.105633557,85387,1880,031,USE2021-50365,Y,2021/11/08 00:00:00+00,Nov  8 2021 12,1-08,1-08,B,1,Canton,1880 031,3012 DILLON ST
1433136.08026555,588623.984420896,85423,1880,062,BUSE-26-001426,Y,2026/03/25 00:00:00+00,Mar 25 2026 12,Single Family Dwelling,Single Family Dwelling,B,1,Canton,1880 062,3027 HUDSON ST
1433148.18522821,588624.615325138,85424,1880,063,BUSE-26-000049,Y,2026/01/20 00:00:00+00,Jan 20 2026 12,Dwelling: Rowhouse,Dwelling: Rowhouse,B,1,Canton,1880 063,3029 HUDSON ST
1433160.27509905,588625.244917065,85425,1880,064,BUSE-25-002183,Y,2025/09/08 00:00:00+00,Sep  8 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,B,1,Canton,1880 064,3031 HUDSON ST
1433143.25577614,588579.645926893,85432,1880,068,BUSE-25-000712,Y,2025/05/30 00:00:00+00,May 30 2025 12,Single Family Dwelling,Single Family Dwelling,B,1,Canton,1880 068,903 S DECKER AVE
1401120.08261789,589978.1726574,85448,2546,004,USE2022-51465,Y,2022/02/10 00:00:00+00,Feb 10 2022 12,1-05,1-05,H,8,Irvington,2546 004,4218 VERMONT AVE
1401306.91000013,590089.084837139,85458,2546,012A,USE2018-52472,Y,2018/10/24 15:30:03+00,Oct 24 2018  3,1-08,1-08,H,8,Irvington,2546 012A,4207 OLD FREDERICK ROAD
1401183.86333022,590146.91083698,85464,2546,014,USE2018-54830,Y,2018/11/14 09:00:07+00,Nov 14 2018  9,1-09,1-09,H,8,Irvington,2546 014,4215 OLD FREDERICK ROAD
1401424.64532897,589826.204129308,85478,2548,002,USE2015-05159,Y,2015/12/04 00:00:00+00,Dec  4 2015 12,VAC,SF,H,8,Irvington,2548 002,10 S AUGUSTA AVE
1401438.90842381,589496.096193731,85489,2548,013,USE2016-00989,Y,2016/06/30 00:00:00+00,Jun 30 2016 12,VAC,SF,H,8,Irvington,2548 013,102 S AUGUSTA AVE
1401081.60533264,589346.127661645,85501,2548,025,USE2016-04954,Y,2017/08/02 13:40:13+00,Aug  2 2017  1,SF,SF,H,8,Irvington,2548 025,4218 CONNECTICUT AVE
1401967.07436222,594283.153548732,85582,2521,037,USE2019-51705,Y,2019/04/05 15:00:15+00,Apr  5 2019  3,1-08,1-08,F,8,Edmondson Village,2521 037,4024 COLBORNE ROAD
1401891.85732105,594369.95783706,85593,2521,045,USE2015-03591,Y,2016/01/13 00:00:00+00,Jan 13 2016 12,SF,SF,F,8,Edmondson Village,2521 045,915 WILDWOOD PKWY
1403217.23426346,594303.205017805,85637,2523,022,USE2018-54194,Y,2018/09/10 15:30:01+00,Sep 10 2018  3,7-03,1-08,F,8,Edgewood,2523 022,900 ALLENDALE ST
1403214.44653939,594366.202595234,85640,2523,025,USE2021-54338,Y,2021/10/20 00:00:00+00,Oct 20 2021 12,7-03,1-08,F,8,Edgewood,2523 025,906 ALLENDALE ST
1403061.24737072,594461.983899727,85652,2523,039,USE2020-51157,Y,2020/09/09 00:00:00+00,Sep  9 2020 12,1-08,1-08,F,8,Edgewood,2523 039,3713 FLOWERTON ROAD
1403153.55131997,594611.269362316,85660,2523A,005,USE2017-52799,Y,2017/09/25 15:30:02+00,Sep 25 2017  3,1-08,1-08,F,8,Edgewood,2523A005,3706 FLOWERTON ROAD
1403096.82768014,594608.718842477,85664,2523A,009,USE2020-51608,Y,2021/07/09 00:00:00+00,Jul  9 2021 12,1-08,1-08,F,8,Edgewood,2523A009,3714 FLOWERTON ROAD
1403350.18740964,594452.018040389,85691,2523B,008,USE2019-53724,Y,2019/08/05 14:49:46+00,Aug  5 2019  2,1-11,1-11,F,8,Edgewood,2523B008,915 ALLENDALE ST
1403350.50991556,594472.312619224,85692,2523B,009,USE2024-55146,Y,2025/01/29 00:00:00+00,Jan 29 2025 12,7-03,1-08,F,8,Edgewood,2523B009,917 ALLENDALE ST
1402553.34681173,594544.179929554,85695,2524,001,USE2019-50642,Y,2019/12/12 15:30:30+00,Dec 12 2019  3,1-08,1-08,F,8,Edmondson Village,2524 001,1001 LYNDHURST ST
1409271.61323081,587661.043761477,85717,2142,043,BUSE-25-001325,Y,2026/01/17 00:00:00+00,Jan 17 2026 12,Single Family Dwelling,Single Family Dwelling,I,9,Millhill,2142 043,2633 DULANY ST
1409122.21490756,587561.149932399,85732,2142,055,USE2024-54630,Y,2024/12/20 00:00:00+00,Dec 20 2024 12,1-08,1-08,I,9,Millhill,2142 055,2657 DULANY ST
1409313.66006272,588455.542172477,85743,2145A,034,BUSE-25-002262,Y,2025/07/15 00:00:00+00,Jul 15 2025 12,Vacant House/Building/Structure,Single Family Dwelling,J,9,Millhill,2145A034,303 MILLINGTON AVE
1409304.11152539,588466.705207899,85744,2145A,035,USE2024-55626,Y,2024/10/31 00:00:00+00,Oct 31 2024 12,1-08,1-08,J,9,Millhill,2145A035,301 MILLINGTON AVE
1409573.23303439,588011.77764006,85750,2145B,004,USE2022-51993,Y,2022/03/07 00:00:00+00,Mar  7 2022 12,7-03,1-05,J,9,Millhill,2145B004,423 MILLINGTON AVE
1409752.02795239,588113.988393649,85772,2145B,024,USE2020-51757,Y,2020/04/21 00:00:00+00,Apr 21 2020 12,1-08,1-08,J,9,Millhill,2145B024,2511 DULANY ST
1400655.55041046,593636.86514315,85856,2518,058,USE2015-01937,Y,2015/05/27 00:00:00+00,May 27 2015 12,VAC,SF,F,8,Rognel Heights,2518 058,811 WICKLOW ROAD
1399345.48806997,585986.054985479,85878,2530C,420,USE2020-55562,Y,2021/01/13 00:00:00+00,Jan 13 2021 12,1-08,1-08,F,8,Yale Heights,2530C420,536 LUCIA AVE
1407639.62469688,593104.147704646,85978,2377B,004,USE2024-57494,Y,2025/03/04 00:00:00+00,Mar  4 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,I,9,Mosher,2377B004,2806 EDMONDSON AVE
1409188.19541864,593554.176004067,86026,2362,068,USE2023-54977,Y,2023/11/27 00:00:00+00,Nov 27 2023 12,7-03,1-08,H,9,Evergreen Lawn,2362 068,2531 HARLEM AVE
1407659.89073247,593460.339249477,86067,2377A,032,USE2016-00657,Y,2016/10/07 00:00:00+00,Oct  7 2016 12,VAC,SF,J,9,Mosher,2377A032,2804 HARLEM AVE
1409501.70955539,594355.845332474,86071,2364,001,USE2022-51298,Y,2022/04/01 00:00:00+00,Apr  1 2022 12,1-08,1-08,H,9,Bridgeview/Greenlawn,2364 001,2501 W LAFAYETTE AVE
1409471.09839614,594354.427356318,86073,2364,003,USE2021-50635,Y,2021/03/16 00:00:00+00,Mar 16 2021 12,7-03,1-08,H,9,Bridgeview/Greenlawn,2364 003,2505 W LAFAYETTE AVE
1402618.21905731,599052.7056894,86201,2817,055,USE2017-50696,Y,2017/05/23 08:00:06+00,May 23 2017  8,SF,SF,F,7,Mount Holly,2817 055,2102 CHELSEA TERR
1433319.73573814,590754.569398567,86237,1770,035,BUSE-25-002923,Y,2025/10/09 00:00:00+00,Oct  9 2025 12,Single Family Dwelling,Single Family Dwelling,B,1,Highlandtown,1770 035,320 S ROBINSON ST
1433509.90136831,590807.984317973,86287,1770,076,BUSE-25-006629,Y,2026/01/12 00:00:00+00,Jan 12 2026 12,Dwelling: Rowhouse,Dwelling: Rowhouse,B,1,Highlandtown,1770 076,312 S EAST AVE
1433516.57819222,590686.110217899,86296,1770,085,USE2020-51048,Y,2020/04/17 00:00:00+00,Apr 17 2020 12,1-08,1-08,B,1,Highlandtown,1770 085,330 S EAST AVE
1427837.43502297,589969.772411734,86327,1771,020,USE2019-56295,Y,2020/01/13 00:00:00+00,Jan 13 2020 12,3-42,3-42,B,13,Upper Fells Point,1771 020,1736 EASTERN AVE
1409975.31523547,589284.732771307,86362,2174A,022,BUSE-25-001255,Y,2025/07/10 00:00:00+00,Jul 10 2025 12,Single Family Dwelling,Single Family Dwelling,J,9,Shipley Hill,2174A022,2410 FREDERICK AVE
1409779.38025989,589672.627336726,86411,2174A,060,USE2016-04002,Y,2016/11/18 14:32:52+00,Nov 18 2016  2,SF,SF,J,9,Shipley Hill,2174A060,111 S CATHERINE ST
1409799.20731997,589553.089518055,86420,2174A,069,USE2020-51236,Y,2021/01/29 00:00:00+00,Jan 29 2021 12,1-08,1-08,J,9,Shipley Hill,2174A069,129 S CATHERINE ST
1427594.72258189,590077.003824562,86525,1771,094,USE2020-50212,Y,2020/02/21 00:00:00+00,Feb 21 2020 12,1-08,1-08,B,13,Fells Point,1771 094,411 GRIFFIN CT
1427596.42008506,590038.541959226,86528,1771,097,USE2017-52132,Y,2017/09/14 15:00:02+00,Sep 14 2017  3,1-08,1-08,B,13,Fells Point,1771 097,417 GRIFFIN CT
1428048.46904972,589956.371191815,86579,1772,048,USE2018-51308,Y,2018/07/05 08:00:05+00,Jul  5 2018  8,1-07,1-07,B,13,Upper Fells Point,1772 048,1802 EASTERN AVE
1429834.37263013,590421.639290139,86602,1767,036,USE2022-51513,Y,2022/02/08 00:00:00+00,Feb  8 2022 12,1-08,1-08,B,1,Upper Fells Point,1767 036,2238 BANK ST
1429677.60129014,590423.36172764,86616,1767,047,USE2020-52867,Y,2020/08/05 00:00:00+00,Aug  5 2020 12,1-08,1-08,B,1,Upper Fells Point,1767 047,2216 BANK ST
1429788.03709289,590609.017524317,86639,1767,067,USE2023-52429,Y,2023/05/10 00:00:00+00,May 10 2023 12,1-09,1-09,B,1,Upper Fells Point,1767 067,303 S MADEIRA ST
1433328.77640247,590606.983079568,86706,1770,023,BUSE-25-005034,Y,2025/10/22 00:00:00+00,Oct 22 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,B,1,Highlandtown,1770 023,344 S ROBINSON ST
1400102.26214696,586673.58018522,86737,2530C,535,USE2015-00304,Y,2015/02/20 00:00:00+00,Feb 20 2015 12,VAC,SF,F,8,Yale Heights,2530C535,4383 PARKTON ST
1400303.7512453,586843.4387694,86789,2530C,587,USE2015-05480,Y,2016/04/05 00:00:00+00,Apr  5 2016 12,VAC,SF,F,8,Yale Heights,2530C587,4368 PARKTON ST
1399910.40196639,586866.582423896,86810,2530C,610,USE2020-53613,Y,2020/08/28 00:00:00+00,Aug 28 2020 12,1-05,1-05,F,8,Yale Heights,2530C610,4418 PARKTON ST
1401989.93553697,586979.840071395,86829,2530D,002,USE2023-50261,Y,2023/06/28 00:00:00+00,Jun 28 2023 12,1-09,1-09,G,8,Irvington,2530D002,503 COLLINS AVE
1401987.9624438,586804.212469891,86836,2530D,009,USE2018-55471,Y,2019/01/04 08:30:05+00,Jan  4 2019  8,7-03,1-08,G,8,Irvington,2530D009,517 COLLINS AVE
1403500.27306747,593201.240358233,86867,2486,017,USE2020-51783,Y,2020/08/31 00:00:00+00,Aug 31 2020 12,1-08,1-08,H,8,Edgewood,2486 017,3605 HARLEM AVE
1403452.77841181,592898.075938314,86890,2486,038,USE2020-51350,Y,2021/01/27 00:00:00+00,Jan 27 2021 12,1-07,1-07,H,8,Edgewood,2486 038,3618 EDMONDSON AVE
1403473.04543164,592899.01031965,86891,2486,039,USE2019-52193,Y,2019/05/13 15:30:06+00,May 13 2019  3,1-08,1-08,H,8,Edgewood,2486 039,3616 EDMONDSON AVE
1409481.47206305,598195.041722313,86997,2307A,033,USE2016-01060,Y,2016/03/21 00:00:00+00,Mar 21 2016 12,SF,SF,I,7,Coppin Heights/Ash-Co-East,2307A033,2414 WESTWOOD AVE
1409507.83815205,598196.036142901,86999,2307A,035,USE2023-53655,Y,2023/07/25 00:00:00+00,Jul 25 2023 12,1-08,1-08,I,7,Coppin Heights/Ash-Co-East,2307A035,2410 WESTWOOD AVE
1409631.36612022,598184.313397303,87006,2307A,042,USE2018-55573,Y,2018/11/05 08:30:05+00,Nov  5 2018  8,1-08,1-08,I,7,Coppin Heights/Ash-Co-East,2307A042,1802 MORELAND AVE
1408368.6150368,593495.644953147,87043,2377D,075,USE2022-51103,Y,2022/01/13 00:00:00+00,Jan 13 2022 12,7-03,1-08,I,9,Mosher,2377D075,2634 HARLEM AVE
1408456.90587072,593617.558095142,87069,2377D,101,USE2022-53342,Y,2022/11/03 00:00:00+00,Nov  3 2022 12,1-09,1-08,I,9,Mosher,2377D101,2629 RAYNER AVE
1408855.64785539,593660.555056393,87082,2377F,003,USE2024-51236,Y,2024/03/22 00:00:00+00,Mar 22 2024 12,1-08,1-08,H,9,Evergreen Lawn,2377F003,2554 HARLEM AVE
1428208.68493664,590126.29736115,87124,1772,089,USE2016-00907,Y,2016/03/10 00:00:00+00,Mar 10 2016 12,VAC,SF,B,13,Upper Fells Point,1772 089,409 S DURHAM ST
1404093.27417806,591673.408768222,87271,2281,122,USE2022-51076,Y,2023/09/26 00:00:00+00,Sep 26 2023 12,1-08,1-08,H,8,Allendale,2281 122,216 N EDGEWOOD ST
1401512.36529788,587043.288763389,87348,2530D,041,BUSE-25-002449,Y,2025/07/03 00:00:00+00,Jul  3 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,G,8,Irvington,2530D041,4217 POTTER ST
1401467.02975863,587078.88022764,87351,2530D,044,USE2014-00654,Y,2015/02/09 00:00:00+00,Feb  9 2015 12,SF,SF,G,8,Irvington,2530D044,4223 POTTER ST
1401738.88321756,587470.281019643,87382,2532,014,USE2021-51353,Y,2021/04/13 00:00:00+00,Apr 13 2021 12,1-08,1-08,G,8,Irvington,2532 014,427 S AUGUSTA AVE
1402104.12887813,587320.330860227,87411,2532,043,USE2022-54779,Y,2022/09/28 00:00:00+00,Sep 28 2022 12,1-08,1-08,G,8,Irvington,2532 043,430 ROSECROFT TERR
1401836.99391373,587573.578713313,87420,2532,052,USE2016-05627,Y,2017/10/19 09:04:56+00,Oct 19 2017  9,SF,SF,G,8,Irvington,2532 052,4107 WALRAD ST
1402274.5287998,587497.82820864,87436,2532A,009,USE2015-00496,Y,2015/06/26 00:00:00+00,Jun 26 2015 12,SF,SF,G,8,Irvington,2532A009,417 ROSECROFT TERR
1402675.57786646,589414.961185396,87473,2249A,006,USE2020-52766,Y,2020/12/23 00:00:00+00,Dec 23 2020 12,1-05,1-05,H,8,Allendale,2249A006,152 S MONASTERY AVE
1402950.87423189,589705.349384144,87479,2249A,013,USE2020-53825,Y,2020/12/08 00:00:00+00,Dec  8 2020 12,1-05,1-05,H,8,Allendale,2249A013,112 S MONASTERY AVE
1403531.89701997,590350.745403066,87510,2249A,043C,USE2015-02013,Y,2015/11/10 00:00:00+00,Nov 10 2015 12,SF,SF,H,8,Allendale,2249A043C,38 N MONASTERY AVE
1403616.93261105,590466.968595818,87514,2249A,047,BUSE-25-000522,Y,2025/04/17 00:00:00+00,Apr 17 2025 12,Vacant House/Building/Structure,Dwelling: Detached,H,8,Allendale,2249A047,52 N MONASTERY AVE
1403725.68633056,590592.414867222,87518,2249A,051,USE2017-01030,Y,2017/03/31 10:41:08+00,Mar 31 2017 10,SF,SF,H,8,Allendale,2249A051,74 N MONASTERY AVE
1403792.80988397,590405.29024148,87547,2251,024D,USE2022-54304,Y,2022/07/08 00:00:00+00,Jul  8 2022 12,1-08,1-08,H,8,Saint Josephs,2251 024D,55 N MONASTERY AVE
1403690.51481298,590091.831550807,87569,2251,048,USE2020-51800,Y,2020/05/28 00:00:00+00,May 28 2020 12,1-08,1-08,H,8,Saint Josephs,2251 048,12 N CULVER ST
1423918.12954138,583944.525275901,87642,1945,041,USE2016-04615,Y,2016/10/13 13:40:11+00,Oct 13 2016  1,SF,SF,B,11,Riverside,1945 041,1814 BELT ST
1424255.59540188,584002.880146056,87699,1946,005,USE2016-01647,Y,2016/04/26 00:00:00+00,Apr 26 2016 12,VAC,SF,B,11,Riverside,1946 005,1809 JACKSON ST
1402441.42577572,592854.60489665,87757,2489,005,USE2020-50321,Y,2020/07/27 00:00:00+00,Jul 27 2020 12,1-08,1-08,F,8,Edmondson Village,2489 005,3908 EDMONDSON AVE
1402423.48421055,592854.963163644,87758,2489,006,BUSE-25-004468,Y,2025/10/23 00:00:00+00,Oct 23 2025 12,Dwelling: Semi-Detached,Dwelling: Semi-Detached,F,8,Edmondson Village,2489 006,3910 EDMONDSON AVE
1402369.50498781,592852.384100556,87764,2489,009,BUSE-25-002485,Y,2025/12/30 00:00:00+00,Dec 30 2025 12,Single Family Dwelling,Single Family Dwelling,F,8,Edmondson Village,2489 009,3916 EDMONDSON AVE
1402110.80832672,592831.852317482,87775,2489,020,USE2016-05106,Y,2017/02/16 12:02:52+00,Feb 16 2017 12,VAC,SF,F,8,Edmondson Village,2489 020,4000 EDMONDSON AVE
1401957.9684093,592824.849706814,87784,2489,026,USE2020-54489,Y,2020/11/07 00:00:00+00,Nov  7 2020 12,1-08,1-08,F,8,Edmondson Village,2489 026,4012 EDMONDSON AVE
1402067.7851188,592946.069936812,87798,2489,040,USE2024-50248,Y,2024/02/02 00:00:00+00,Feb  2 2024 12,7-03,1-09,F,8,Edmondson Village,2489 040,604 N LOUDON AVE
1402235.61614797,592909.654983386,87803,2489,042,USE2015-04865,Y,2016/05/04 00:00:00+00,May  4 2016 12,VAC,SF,F,8,Edmondson Village,2489 042,601 N LOUDON AVE
1402234.67389263,592932.574885055,87804,2489,043,USE2019-54297,Y,2019/12/02 13:10:26+00,Dec  2 2019  1,1-08,1-08,F,8,Edmondson Village,2489 043,603 N LOUDON AVE
1401531.48861922,592805.167659566,87822,2491,009,BUSE-25-001694,Y,2025/05/16 00:00:00+00,May 16 2025 12,Dwelling: Rowhouse,Dwelling: Rowhouse,F,8,Edmondson Village,2491 009,4116 EDMONDSON AVE
1401543.25762455,593263.9849834,87845,2491,029,USE2021-56116,Y,2023/04/27 00:00:00+00,Apr 27 2023 12,1-08,1-08,F,8,Edmondson Village,2491 029,639 N AUGUSTA AVE
1406556.20724431,595403.31764698,87857,2445,050,USE2024-51907,Y,2024/08/28 00:00:00+00,Aug 28 2024 12,1-08,1-08,I,9,Franklintown Road,2445 050,1123 N LONGWOOD ST
1406732.82204856,595409.950179636,87867,2445,060,USE2022-52713,Y,2022/04/13 00:00:00+00,Apr 13 2022 12,1-08,1-08,I,9,Franklintown Road,2445 060,2915 WINCHESTER ST
1406796.4843228,595418.44294481,87871,2445,064,USE2022-56630,Y,2023/03/03 00:00:00+00,Mar  3 2023 12,1-08,1-08,I,9,Franklintown Road,2445 064,2907 WINCHESTER ST
1406329.91799872,595042.051309139,87887,2446A,011,USE2021-51986,Y,2021/08/03 00:00:00+00,Aug  3 2021 12,1-08,1-08,I,9,Franklintown Road,2446A011,1021 N ROSEDALE ST
1403471.49786255,593528.308601722,87957,2505A,049,USE2016-02461,Y,2017/06/08 00:00:00+00,Jun  8 2017 12,SF,SF,H,8,Edgewood,2505A049,3612 EVERSLEY ST
1403649.94829306,593489.911696896,87965,2505A,057,USE2023-51981,Y,2023/04/13 00:00:00+00,Apr 13 2023 12,1-08,1-08,H,8,Edgewood,2505A057,714 N GRANTLEY ST
1403715.80314822,593564.472571388,87970,2505A,062,USE2022-54174,Y,2022/07/12 00:00:00+00,Jul 12 2022 12,1-08,1-08,H,8,Edgewood,2505A062,724 N GRANTLEY ST
1403912.7617438,593789.271990567,87985,2505A,077,USE2020-53919,Y,2020/09/08 00:00:00+00,Sep  8 2020 12,1-08,1-08,H,8,Edgewood,2505A077,754 N GRANTLEY ST
1403939.31418414,593819.84017089,87987,2505A,079,USE2024-55363,Y,2024/11/08 00:00:00+00,Nov  8 2024 12,1-08,1-08,H,8,Edgewood,2505A079,758 N GRANTLEY ST
1403952.61337014,593835.263368398,87988,2505A,080,USE2019-51089,Y,2019/04/03 15:00:06+00,Apr  3 2019  3,1-08,1-08,H,8,Edgewood,2505A080,760 N GRANTLEY ST
1410000.80206114,595538.662848726,88030,2353,021,USE2015-03487,Y,2015/08/19 00:00:00+00,Aug 19 2015 12,SF,SF,I,9,Bridgeview/Greenlawn,2353 021,1111 N WHEELER AVE
1409659.49992222,594559.745187148,88066,2358,014,USE2023-53890,Y,2023/08/28 00:00:00+00,Aug 28 2023 12,1-08,1-08,H,9,Bridgeview/Greenlawn,2358 014,2426 W LAFAYETTE AVE
1403150.70027581,589451.274761066,88120,2252,030,USE2017-51915,Y,2017/09/13 07:30:03+00,Sep 13 2017  7,1-08,1-08,H,8,Saint Josephs,2252 030,130 S CULVER ST
1403186.85604338,589494.129334137,88124,2252,034,USE2023-52770,Y,2023/06/28 00:00:00+00,Jun 28 2023 12,1-08,1-08,H,8,Saint Josephs,2252 034,122 S CULVER ST
1403214.37796997,589525.524612561,88127,2252,037,USE2017-00792,Y,2017/03/23 15:57:05+00,Mar 23 2017  3,SF,SF,H,8,Saint Josephs,2252 037,116 S CULVER ST
1403222.19193073,589537.225376561,88128,2252,038,USE2023-53192,Y,2023/12/09 00:00:00+00,Dec  9 2023 12,7-03,1-08,H,8,Saint Josephs,2252 038,114 S CULVER ST
1403240.83428189,589558.095413566,88130,2252,040,USE2020-54710,Y,2020/10/19 00:00:00+00,Oct 19 2020 12,1-08,1-08,H,8,Saint Josephs,2252 040,110 S CULVER ST
1403414.50585055,589956.786217228,88185,2252A,013A,USE2016-03087,Y,2016/07/15 09:04:11+00,Jul 15 2016  9,SF,SF,H,8,Saint Josephs,2252A013A,17 S MONASTERY AVE
1403422.51534897,589773.63008748,88206,2252A,028A,USE2016-00032,Y,2016/09/26 00:00:00+00,Sep 26 2016 12,VAC,SF,H,8,Saint Josephs,2252A028A,36 S CULVER ST
1403749.93989097,589715.30474481,88238,2253,022,USE2015-01395,Y,2016/05/02 00:00:00+00,May  2 2016 12,SF,SF,H,8,Saint Josephs,2253 022,110 S KOSSUTH ST
1410280.74047764,593609.497087643,88265,2349,025,USE2022-53791,Y,2022/07/11 00:00:00+00,Jul 11 2022 12,1-08,1-08,I,9,Evergreen Lawn,2349 025,2311 HARLEM AVE
1410397.47810505,593772.654897809,88271,2349,031,USE2022-55526,Y,2022/09/21 00:00:00+00,Sep 21 2022 12,1-08,1-08,I,9,Evergreen Lawn,2349 031,2300 HARLEM AVE
1408097.15002856,595877.424638391,88290,2369,016,USE2022-52345,Y,2022/06/02 00:00:00+00,Jun  2 2022 12,7-03,1-08,I,9,Winchester,2369 016,1231 ASHBURTON ST
1410231.85573289,593866.362715647,88301,2349,053,USE2017-01413,Y,2017/05/30 09:36:12+00,May 30 2017  9,SF,SF,I,9,Evergreen Lawn,2349 053,2315 W LANVALE ST
1404890.59016871,592217.349937558,88319,2281B,009,USE2016-00582,Y,2016/04/13 00:00:00+00,Apr 13 2016 12,SF,SF,I,8,Allendale,2281B009,416 N HILTON ST
1404888.93269172,592253.02014181,88321,2281B,011,USE2017-00576,Y,2017/02/07 11:13:50+00,Feb  7 2017 11,SF,SF,I,8,Allendale,2281B011,420 N HILTON ST
1410139.71254447,594127.335290805,88322,2350,044,USE2016-00763,Y,2016/05/10 00:00:00+00,May 10 2016 12,VAC,SF,I,9,Evergreen Lawn,2350 044,2319 CALVERTON HEIGHTS AVE
